timestamp,meter_id,energy_consumption,anomaly_score,anomaly_flag,anomaly_type,detection_method,anomaly_severity
2023-01-04 07:00:00,MTR-006,13.1935,6.3127,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 07:00:00,MTR-009,12.2526,6.1207,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 07:00:00,MTR-012,11.0896,6.3447,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 08:00:00,MTR-009,13.745,6.0261,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 14:00:00,MTR-007,7.0144,16.1928,1,sudden_spike,robust_zscore,high
2023-01-04 17:00:00,MTR-009,15.2163,6.3175,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 18:00:00,MTR-009,14.3412,6.5408,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 19:00:00,MTR-006,14.7535,6.8198,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-04 19:00:00,MTR-009,15.4656,6.2367,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 00:00:00,MTR-003,10.9553,6.2853,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 00:00:00,MTR-003,10.9553,20.1138,1,sudden_spike,robust_zscore,high
2023-01-05 05:00:00,MTR-003,1.6478,-4.0665,1,low_consumption,robust_zscore,medium
2023-01-05 07:00:00,MTR-009,12.7893,6.1521,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 07:00:00,MTR-012,10.9367,6.0117,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 10:00:00,MTR-009,13.3451,5.9899,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-05 13:00:00,MTR-011,0.907,-4.1028,1,low_consumption,robust_zscore,medium
2023-01-05 17:00:00,MTR-009,16.5955,6.1511,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 18:00:00,MTR-009,15.6452,6.3033,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 19:00:00,MTR-002,22.4954,11.3963,1,sudden_spike,robust_zscore,high
2023-01-05 19:00:00,MTR-005,27.5247,15.4865,1,sudden_spike,robust_zscore,high
2023-01-05 19:00:00,MTR-009,16.6456,6.3654,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-05 20:00:00,MTR-004,9.8407,22.1859,1,sudden_spike,robust_zscore,high
2023-01-05 20:00:00,MTR-009,13.6972,6.0334,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-06 02:00:00,MTR-005,7.9858,19.8407,1,sudden_spike,robust_zscore,high
2023-01-06 03:00:00,MTR-010,0.1071,-6.4412,1,low_consumption,robust_zscore,high
2023-01-06 07:00:00,MTR-009,15.2222,6.1417,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-06 08:00:00,MTR-012,11.7165,6.091,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-06 09:00:00,MTR-003,10.2988,6.2067,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-06 17:00:00,MTR-004,10.4796,14.9372,1,sudden_spike,robust_zscore,high
2023-01-06 18:00:00,MTR-009,16.1775,6.2016,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-06 23:00:00,MTR-001,0.1264,-6.8169,1,low_consumption,robust_zscore,high
2023-01-07 02:00:00,MTR-001,0.9669,3.0603,1,high_consumption,robust_zscore,low
2023-01-07 02:00:00,MTR-009,0.646,-3.8082,1,low_consumption,robust_zscore,low
2023-01-07 02:00:00,MTR-012,8.1209,11.0558,1,sudden_spike,robust_zscore,high
2023-01-07 03:00:00,MTR-004,2.101415075088851,7.7679,1,sudden_spike,robust_zscore,high
2023-01-07 04:00:00,MTR-001,1.7297,3.5731,1,high_consumption,robust_zscore,low
2023-01-07 09:00:00,MTR-009,1.3498,-4.6206,1,low_consumption,robust_zscore,medium
2023-01-07 12:00:00,MTR-007,5.7316,18.8298,1,sudden_spike,robust_zscore,high
2023-01-07 14:00:00,MTR-001,8.4507,21.3664,1,sudden_spike,robust_zscore,high
2023-01-07 22:00:00,MTR-007,4.8805,31.9555,1,sudden_spike,robust_zscore,high
2023-01-08 03:00:00,MTR-011,6.9883,12.5252,1,sudden_spike,robust_zscore,high
2023-01-08 06:00:00,MTR-011,14.2189,5.9872,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-08 06:00:00,MTR-011,14.2189,13.9904,1,sudden_spike,robust_zscore,high
2023-01-08 12:00:00,MTR-008,13.6286,9.6935,1,sudden_spike,robust_zscore,high
2023-01-08 18:00:00,MTR-009,13.6005,5.9966,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-09 00:00:00,MTR-007,1.7639752522935772,15.5734,1,sudden_spike,robust_zscore,high
2023-01-09 04:00:00,MTR-009,7.7569,6.0646,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 08:00:00,MTR-009,12.3889,6.0999,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 09:00:00,MTR-010,6.2081,15.7504,1,sudden_spike,robust_zscore,high
2023-01-09 16:00:00,MTR-012,33.205,12.7406,1,sudden_spike,robust_zscore,high
2023-01-09 18:00:00,MTR-003,14.7712,6.2065,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 18:00:00,MTR-006,14.5638,6.2509,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 18:00:00,MTR-009,17.1979,6.359,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 18:00:00,MTR-012,12.9549,6.0628,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 19:00:00,MTR-009,15.0751,6.0617,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-09 22:00:00,MTR-008,4.797999299816347,4.0409,1,high_consumption,robust_zscore,medium
2023-01-10 05:00:00,MTR-006,6.416,6.0683,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-10 08:00:00,MTR-009,14.4013,6.0658,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-10 08:00:00,MTR-012,11.6461,6.3374,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-10 17:00:00,MTR-009,16.2871,6.2384,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-10 18:00:00,MTR-009,16.5448,6.3476,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-10 19:00:00,MTR-009,15.3553,6.2677,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-11 00:00:00,MTR-008,7.8909,21.9408,1,sudden_spike,robust_zscore,high
2023-01-11 08:00:00,MTR-005,1.2106,-3.9705,1,low_consumption,robust_zscore,low
2023-01-11 17:00:00,MTR-009,2.61,-4.9552,1,low_consumption,robust_zscore,medium
2023-01-11 19:00:00,MTR-009,14.4654,5.9886,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-11 19:00:00,MTR-011,36.6232,6.271,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-11 19:00:00,MTR-011,36.6232,24.6453,1,sudden_spike,robust_zscore,high
2023-01-11 23:00:00,MTR-012,10.7699,14.9371,1,sudden_spike,robust_zscore,high
2023-01-12 04:00:00,MTR-007,0.2795,-4.6368,1,low_consumption,robust_zscore,medium
2023-01-12 08:00:00,MTR-012,10.8662,6.1658,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-12 17:00:00,MTR-009,16.2645,6.3666,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-12 18:00:00,MTR-004,8.5925,10.865,1,sudden_spike,robust_zscore,high
2023-01-12 18:00:00,MTR-006,58.6522,6.1832,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-12 18:00:00,MTR-006,58.6522,20.9738,1,sudden_spike,robust_zscore,high
2023-01-12 18:00:00,MTR-009,15.343,6.1888,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-12 19:00:00,MTR-009,16.4216,6.4759,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-12 19:00:00,MTR-012,12.5536,6.0489,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-13 00:00:00,MTR-008,4.797999299816347,11.3,1,sudden_spike,robust_zscore,high
2023-01-13 09:00:00,MTR-011,18.8532,13.4631,1,sudden_spike,robust_zscore,high
2023-01-13 17:00:00,MTR-009,16.521,6.0686,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-14 06:00:00,MTR-001,2.3116,3.164,1,high_consumption,robust_zscore,low
2023-01-14 08:00:00,MTR-005,17.9636,10.3993,1,sudden_spike,robust_zscore,high
2023-01-14 17:00:00,MTR-012,41.499,14.2251,1,sudden_spike,robust_zscore,high
2023-01-15 18:00:00,MTR-004,16.6151,27.7934,1,sudden_spike,robust_zscore,high
2023-01-15 20:00:00,MTR-012,1.2769,-4.5381,1,low_consumption,robust_zscore,medium
2023-01-15 23:00:00,MTR-007,0.9792,3.4133,1,high_consumption,robust_zscore,low
2023-01-16 07:00:00,MTR-009,14.2714,6.0743,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-16 15:00:00,MTR-002,27.9669,19.0845,1,sudden_spike,robust_zscore,high
2023-01-16 18:00:00,MTR-009,14.8411,6.181,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-16 19:00:00,MTR-009,14.6344,6.0213,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-16 22:00:00,MTR-011,10.9769,18.3927,1,sudden_spike,robust_zscore,high
2023-01-17 02:00:00,MTR-001,3.403,27.7504,1,sudden_spike,robust_zscore,high
2023-01-17 04:00:00,MTR-004,0.1862,-5.6199,1,low_consumption,robust_zscore,medium
2023-01-17 06:00:00,MTR-006,8.4208,6.0238,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 06:00:00,MTR-009,11.4826,6.2953,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 07:00:00,MTR-009,14.7689,6.231,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 08:00:00,MTR-003,11.1278,6.0014,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 09:00:00,MTR-009,52.4022,6.6708,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 09:00:00,MTR-009,52.4022,19.3396,1,sudden_spike,robust_zscore,high
2023-01-17 17:00:00,MTR-009,16.8164,6.3895,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 18:00:00,MTR-009,14.7618,6.3744,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 19:00:00,MTR-006,12.6105,6.1668,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 19:00:00,MTR-009,16.4839,6.3346,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 19:00:00,MTR-012,13.1201,6.1869,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-17 21:00:00,MTR-006,1.4434,-4.0827,1,low_consumption,robust_zscore,medium
2023-01-18 02:00:00,MTR-009,5.4133,3.0144,1,high_consumption,robust_zscore,low
2023-01-18 04:00:00,MTR-004,5.8224,22.0581,1,sudden_spike,robust_zscore,high
2023-01-18 06:00:00,MTR-007,6.3072,21.8795,1,sudden_spike,robust_zscore,high
2023-01-18 07:00:00,MTR-009,15.014,6.4621,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-18 17:00:00,MTR-009,16.3606,5.9868,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-18 19:00:00,MTR-009,15.5732,6.0659,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-18 23:00:00,MTR-010,0.9948,3.0041,1,high_consumption,robust_zscore,low
2023-01-19 18:00:00,MTR-009,16.1415,6.307,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-19 19:00:00,MTR-009,17.6904,6.2723,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-19 20:00:00,MTR-010,8.9303,23.0276,1,sudden_spike,robust_zscore,high
2023-01-19 22:00:00,MTR-001,5.0052,27.7869,1,sudden_spike,robust_zscore,high
2023-01-20 08:00:00,MTR-003,2.0487,-4.3817,1,low_consumption,robust_zscore,medium
2023-01-20 08:00:00,MTR-012,1.628,-4.3952,1,low_consumption,robust_zscore,medium
2023-01-20 11:00:00,MTR-005,25.1858,26.1613,1,sudden_spike,robust_zscore,high
2023-01-20 13:00:00,MTR-003,33.0468,16.7286,1,sudden_spike,robust_zscore,high
2023-01-20 17:00:00,MTR-009,16.9788,6.5867,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-20 18:00:00,MTR-009,15.4908,5.9984,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-20 19:00:00,MTR-010,0.4307,-6.4578,1,low_consumption,robust_zscore,high
2023-01-21 04:00:00,MTR-001,6.2406,31.12,1,sudden_spike,robust_zscore,high
2023-01-21 05:00:00,MTR-010,2.022,3.2651,1,high_consumption,robust_zscore,low
2023-01-21 06:00:00,MTR-010,2.3819,3.7428,1,high_consumption,robust_zscore,low
2023-01-21 17:00:00,MTR-007,8.0975,13.0567,1,sudden_spike,robust_zscore,high
2023-01-22 03:00:00,MTR-004,3.7524,19.6778,1,sudden_spike,robust_zscore,high
2023-01-22 09:00:00,MTR-004,3.7784,3.7371,1,high_consumption,robust_zscore,low
2023-01-22 13:00:00,MTR-009,18.4615,4.644,1,high_consumption,robust_zscore,medium
2023-01-22 17:00:00,MTR-009,11.1093,5.9903,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-22 23:00:00,MTR-007,0.9661,3.2461,1,high_consumption,robust_zscore,low
2023-01-23 08:00:00,MTR-009,14.5614,6.1068,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-23 17:00:00,MTR-009,15.1353,6.3572,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-24 01:00:00,MTR-008,0.1477,-4.5674,1,low_consumption,robust_zscore,medium
2023-01-24 03:00:00,MTR-006,0.5093,-4.3723,1,low_consumption,robust_zscore,medium
2023-01-24 08:00:00,MTR-009,13.6115,6.2017,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-24 10:00:00,MTR-006,12.8029,5.9871,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-24 18:00:00,MTR-003,14.198,6.3678,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-24 18:00:00,MTR-009,15.0127,6.1233,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-25 08:00:00,MTR-009,34.4852,6.2566,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-25 08:00:00,MTR-009,34.4852,11.0922,1,sudden_spike,robust_zscore,high
2023-01-25 18:00:00,MTR-009,18.3428,6.2306,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-25 20:00:00,MTR-009,12.0503,5.998,1,abnormal_meter_behaviour,isolation_forest,medium
2023-01-25 23:00:00,MTR-002,9.5556,21.7469,1,sudden_spike,robust_zscore,high
2023-01-26 08:00:00,MTR-009,12.2895,6.1618,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-26 08:00:00,MTR-012,11.5137,6.4383,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-26 15:00:00,MTR-012,33.5515,6.1222,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-26 15:00:00,MTR-012,33.5515,14.0772,1,sudden_spike,robust_zscore,high
2023-01-26 17:00:00,MTR-003,14.9214,6.2146,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-26 18:00:00,MTR-009,17.4349,6.0632,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 02:00:00,MTR-003,0.2889,-4.7843,1,low_consumption,robust_zscore,medium
2023-01-27 07:00:00,MTR-006,12.1443,6.0961,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 07:00:00,MTR-009,14.611,6.2511,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 13:00:00,MTR-003,0.7911,-4.3888,1,low_consumption,robust_zscore,medium
2023-01-27 15:00:00,MTR-009,13.3603,6.1029,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 17:00:00,MTR-009,3.4044,-4.648,1,low_consumption,robust_zscore,medium
2023-01-27 18:00:00,MTR-003,12.9661,6.0276,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 18:00:00,MTR-006,13.1956,6.1176,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 18:00:00,MTR-009,17.5224,6.6334,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 18:00:00,MTR-012,12.6618,6.0224,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-27 23:00:00,MTR-011,0.1654,-5.0895,1,low_consumption,robust_zscore,medium
2023-01-28 01:00:00,MTR-005,0.07,-4.6731,1,low_consumption,robust_zscore,medium
2023-01-28 02:00:00,MTR-004,1.1046,3.0177,1,high_consumption,robust_zscore,low
2023-01-28 02:00:00,MTR-010,0.082,-5.9032,1,low_consumption,robust_zscore,medium
2023-01-28 07:00:00,MTR-001,2.9995,3.1161,1,high_consumption,robust_zscore,low
2023-01-28 21:00:00,MTR-005,16.8768,14.3945,1,sudden_spike,robust_zscore,high
2023-01-28 21:00:00,MTR-007,0.2347,-8.5949,1,low_consumption,robust_zscore,high
2023-01-29 04:00:00,MTR-010,1.6519,3.261,1,high_consumption,robust_zscore,low
2023-01-29 06:00:00,MTR-007,2.251,3.1791,1,high_consumption,robust_zscore,low
2023-01-29 07:00:00,MTR-004,3.5851,3.1082,1,high_consumption,robust_zscore,low
2023-01-29 07:00:00,MTR-007,3.0083,3.2981,1,high_consumption,robust_zscore,low
2023-01-29 08:00:00,MTR-010,3.1001,3.214,1,high_consumption,robust_zscore,low
2023-01-29 17:00:00,MTR-001,11.7277,19.0163,1,sudden_spike,robust_zscore,high
2023-01-29 23:00:00,MTR-001,1.0158,3.2653,1,high_consumption,robust_zscore,low
2023-01-30 03:00:00,MTR-001,2.787,15.4368,1,sudden_spike,robust_zscore,high
2023-01-30 07:00:00,MTR-009,13.6538,6.0018,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-30 09:00:00,MTR-009,13.7286,6.6261,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-30 09:00:00,MTR-012,10.5651,6.0228,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-30 14:00:00,MTR-002,17.1971,11.8283,1,sudden_spike,robust_zscore,high
2023-01-30 15:00:00,MTR-010,0.4082,-6.1426,1,low_consumption,robust_zscore,high
2023-01-30 17:00:00,MTR-009,16.885,6.0437,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-30 17:00:00,MTR-011,30.1402,15.8607,1,sudden_spike,robust_zscore,high
2023-01-30 18:00:00,MTR-009,17.0195,6.0007,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-30 19:00:00,MTR-011,28.4321,17.9396,1,sudden_spike,robust_zscore,high
2023-01-30 21:00:00,MTR-001,8.169,30.8146,1,sudden_spike,robust_zscore,high
2023-01-31 04:00:00,MTR-005,15.6537,6.0935,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-31 04:00:00,MTR-005,15.6537,19.9525,1,sudden_spike,robust_zscore,high
2023-01-31 04:00:00,MTR-008,3.7802,6.1607,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-31 17:00:00,MTR-009,16.5311,6.3285,1,abnormal_meter_behaviour,isolation_forest,high
2023-01-31 18:00:00,MTR-009,16.0631,6.0046,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-01 05:00:00,MTR-009,8.3457,6.1051,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-02 08:00:00,MTR-006,11.3603,6.1576,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-02 08:00:00,MTR-009,13.8742,6.0601,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-02 16:00:00,MTR-007,0.5168,-5.5899,1,low_consumption,robust_zscore,medium
2023-02-02 20:00:00,MTR-011,28.0631,21.6384,1,sudden_spike,robust_zscore,high
2023-02-02 22:00:00,MTR-011,12.6566,22.0176,1,sudden_spike,robust_zscore,high
2023-02-03 04:00:00,MTR-008,15.6765,20.8233,1,sudden_spike,robust_zscore,high
2023-02-03 05:00:00,MTR-010,5.7999,22.8137,1,sudden_spike,robust_zscore,high
2023-02-03 06:00:00,MTR-012,7.5138,6.1016,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-03 10:00:00,MTR-006,34.4315,15.615,1,sudden_spike,robust_zscore,high
2023-02-03 17:00:00,MTR-009,17.6835,6.3085,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-03 18:00:00,MTR-001,0.4935,-6.5161,1,low_consumption,robust_zscore,high
2023-02-03 18:00:00,MTR-009,16.3984,6.1576,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-03 19:00:00,MTR-006,14.2973,6.2929,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-03 20:00:00,MTR-001,7.5636,18.1766,1,sudden_spike,robust_zscore,high
2023-02-04 01:00:00,MTR-001,0.7585,3.031,1,high_consumption,robust_zscore,low
2023-02-04 05:00:00,MTR-010,2.0148,3.2278,1,high_consumption,robust_zscore,low
2023-02-04 17:00:00,MTR-012,25.1701,6.2689,1,sudden_spike,robust_zscore,high
2023-02-04 18:00:00,MTR-001,0.6513,-6.1002,1,low_consumption,robust_zscore,high
2023-02-05 00:00:00,MTR-001,0.7875,3.0585,1,high_consumption,robust_zscore,low
2023-02-05 00:00:00,MTR-004,0.9512,3.6146,1,high_consumption,robust_zscore,low
2023-02-05 03:00:00,MTR-003,0.8703,-4.2301,1,low_consumption,robust_zscore,medium
2023-02-05 03:00:00,MTR-010,1.2758,3.3086,1,high_consumption,robust_zscore,low
2023-02-05 06:00:00,MTR-001,2.326,3.2275,1,high_consumption,robust_zscore,low
2023-02-05 09:00:00,MTR-001,10.3145,30.4655,1,sudden_spike,robust_zscore,high
2023-02-05 10:00:00,MTR-005,15.172,8.923,1,sudden_spike,robust_zscore,high
2023-02-05 12:00:00,MTR-002,13.9915,9.9782,1,sudden_spike,robust_zscore,high
2023-02-05 14:00:00,MTR-006,0.9661,-4.2609,1,low_consumption,robust_zscore,medium
2023-02-05 18:00:00,MTR-009,33.8311,6.2686,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-05 18:00:00,MTR-009,33.8311,6.4351,1,sudden_spike,robust_zscore,high
2023-02-06 07:00:00,MTR-003,10.9507,6.0472,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-06 07:00:00,MTR-009,15.8341,6.4952,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-06 07:00:00,MTR-012,10.2518,6.0129,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-06 14:00:00,MTR-001,7.567,18.398,1,sudden_spike,robust_zscore,high
2023-02-06 16:00:00,MTR-007,6.6528,13.5928,1,sudden_spike,robust_zscore,high
2023-02-06 17:00:00,MTR-009,19.6272,6.1726,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-06 18:00:00,MTR-009,15.1071,6.1645,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-07 13:00:00,MTR-007,6.7772,20.1357,1,sudden_spike,robust_zscore,high
2023-02-07 18:00:00,MTR-005,1.1473,-4.4911,1,low_consumption,robust_zscore,medium
2023-02-07 18:00:00,MTR-009,16.7575,6.2052,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 03:00:00,MTR-011,0.4732,-4.3114,1,low_consumption,robust_zscore,medium
2023-02-08 06:00:00,MTR-006,23.5056,6.1384,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 06:00:00,MTR-006,23.5056,15.3488,1,sudden_spike,robust_zscore,high
2023-02-08 07:00:00,MTR-003,11.1891,6.2088,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 07:00:00,MTR-006,10.4892,6.2392,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 07:00:00,MTR-009,13.1285,6.1862,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 08:00:00,MTR-003,1.9037,-4.4735,1,low_consumption,robust_zscore,medium
2023-02-08 17:00:00,MTR-006,14.6206,6.1427,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 17:00:00,MTR-009,17.4533,6.2837,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 18:00:00,MTR-009,15.4111,6.1868,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 19:00:00,MTR-009,14.0947,6.0297,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 19:00:00,MTR-012,11.8876,6.0136,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 20:00:00,MTR-009,13.4936,6.2949,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 20:00:00,MTR-012,48.0376,6.1875,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-08 20:00:00,MTR-012,48.0376,23.1611,1,sudden_spike,robust_zscore,high
2023-02-09 00:00:00,MTR-008,5.9626,15.3067,1,sudden_spike,robust_zscore,high
2023-02-09 01:00:00,MTR-010,1.7941398508319026,14.4548,1,sudden_spike,robust_zscore,high
2023-02-09 07:00:00,MTR-009,13.2271,6.0263,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-09 09:00:00,MTR-006,28.1093,6.0725,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-09 09:00:00,MTR-006,28.1093,11.5776,1,sudden_spike,robust_zscore,high
2023-02-09 09:00:00,MTR-009,11.9364,6.1538,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-09 10:00:00,MTR-006,1.7592,-4.2984,1,low_consumption,robust_zscore,medium
2023-02-09 11:00:00,MTR-006,36.2341,6.0291,1,abnormal_meter_behaviour,isolation_forest,high
2023-02-09 11:00:00,MTR-006,36.2341,23.5713,1,sudden_spike,robust_zscore,high
2023-02-09 17:00:00,MTR-003,36.112,6.0021,1,abnormal_meter_behaviour,isolation_forest,high
