date,meter_id,total_consumption,avg_consumption,max_consumption,min_consumption,reading_count,avg_temperature,weekend_flag,season
2023-01-11,MTR-005,118.6178,4.9424,8.4546,1.2106,24,5.11,0,Winter
2023-01-11,MTR-006,195.6084,8.1504,14.0802,2.6099,24,5.11,0,Winter
2023-01-11,MTR-007,44.0289,1.8345,2.9974,0.612,24,5.11,0,Winter
2023-01-11,MTR-008,136.9658,5.7069,8.0936,1.8593,24,5.11,0,Winter
2023-01-11,MTR-009,219.0159,9.1257,15.006,2.61,24,5.11,0,Winter
2023-01-11,MTR-010,43.2554,1.8023,3.2432,0.5805,24,5.11,0,Winter
2023-01-11,MTR-011,145.8867,6.0786,36.6232,1.8086,24,5.11,0,Winter
2023-01-11,MTR-012,197.1513,8.2146,12.0754,2.8611,24,5.11,0,Winter
2023-01-12,MTR-001,45.1736,1.8822,3.1277,0.5516,24,4.79,0,Winter
2023-01-12,MTR-002,130.4744,5.4364,8.7564,1.6967,24,4.79,0,Winter
2023-01-12,MTR-003,190.8772,7.9532,12.8664,2.7375,24,4.79,0,Winter
2023-01-12,MTR-004,56.9747,2.3739,8.5925,0.7032,24,4.79,0,Winter
2023-01-12,MTR-005,125.9537,5.2481,8.5016,1.8669,24,4.79,0,Winter
2023-01-12,MTR-006,245.6206,10.2342,58.6522,2.4287,24,4.79,0,Winter
2023-01-12,MTR-007,41.4,1.725,2.7681,0.2795,24,4.79,0,Winter
2023-01-12,MTR-008,130.332,5.4305,9.0132,1.7194,24,4.79,0,Winter
2023-01-12,MTR-009,243.7977,10.1582,16.4216,3.0925,24,4.79,0,Winter
2023-01-12,MTR-010,45.684,1.9035,3.2026,0.6001,24,4.79,0,Winter
2023-01-12,MTR-011,119.9681,4.9987,8.0792,1.526,24,4.79,0,Winter
2023-01-12,MTR-012,195.2256,8.1344,13.8354,2.5059,24,4.79,0,Winter
2023-01-13,MTR-001,44.0233,1.8343,3.0623,0.6245,24,5.6,0,Winter
2023-01-13,MTR-002,124.9648,5.2069,8.8442,1.6866,24,5.6,0,Winter
2023-01-13,MTR-003,186.1761,7.7573,13.2964,2.5781,24,5.6,0,Winter
2023-01-13,MTR-004,51.8672,2.1611,3.6987,0.6866,24,5.6,0,Winter
2023-01-13,MTR-005,124.1144,5.1714,8.1088,1.6814,24,5.6,0,Winter
2023-01-13,MTR-006,190.8529,7.9522,13.9751,2.5461,24,5.6,0,Winter
2023-01-13,MTR-007,42.3917,1.7663,3.0623,0.5622,24,5.6,0,Winter
2023-01-13,MTR-008,131.4808,5.4784,8.8284,1.7645,24,5.6,0,Winter
2023-01-13,MTR-009,234.9641,9.7902,16.521,2.9372,24,5.6,0,Winter
2023-01-13,MTR-010,44.2271,1.8428,2.9953,0.5397,24,5.6,0,Winter
2023-01-13,MTR-011,129.6476,5.402,18.8532,1.484,24,5.6,0,Winter
2023-01-13,MTR-012,187.6979,7.8207,12.4698,2.6899,24,5.6,0,Winter
2023-01-14,MTR-001,47.7266,1.9886,3.5192,0.6542,24,5.05,1,Winter
2023-01-14,MTR-002,94.6144,3.9423,6.815,1.2764,24,5.05,1,Winter
2023-01-14,MTR-003,136.8528,5.7022,9.0336,1.8753,24,5.05,1,Winter
2023-01-14,MTR-004,56.5446,2.356,4.1427,0.8116,24,5.05,1,Winter
2023-01-14,MTR-005,102.5869,4.2745,17.9636,1.099,24,5.05,1,Winter
2023-01-14,MTR-006,141.0925,5.8789,10.4364,1.74,24,5.05,1,Winter
2023-01-14,MTR-007,46.5189,1.9383,3.0189,0.6576,24,5.05,1,Winter
2023-01-14,MTR-008,92.7319,3.8638,6.3088,1.1712,24,5.05,1,Winter
2023-01-14,MTR-009,175.476,7.3115,14.1704,2.3748,24,5.05,1,Winter
2023-01-14,MTR-010,48.5468,2.0228,3.2984,0.665,24,5.05,1,Winter
2023-01-14,MTR-011,85.9032,3.5793,6.0794,1.0826,24,5.05,1,Winter
2023-01-14,MTR-012,171.5786,7.1491,41.499,1.701,24,5.05,1,Winter
2023-01-15,MTR-001,48.0455,2.0019,3.4956,0.7124,24,5.44,1,Winter
2023-01-15,MTR-002,92.0112,3.8338,6.1479,1.0738,24,5.44,1,Winter
2023-01-15,MTR-003,139.9822,5.8326,9.4498,1.908,24,5.44,1,Winter
2023-01-15,MTR-004,68.2068,2.842,16.6151,0.7454,24,5.44,1,Winter
2023-01-15,MTR-005,89.1932,3.7164,6.0196,1.2388,24,5.44,1,Winter
2023-01-15,MTR-006,141.041,5.8767,10.0444,1.8049,24,5.44,1,Winter
2023-01-15,MTR-007,45.41,1.8921,3.2809,0.566,24,5.44,1,Winter
2023-01-15,MTR-008,95.1735,3.9656,6.7183,1.1397,24,5.44,1,Winter
2023-01-15,MTR-009,175.9664,7.3319,11.9575,2.3726,24,5.44,1,Winter
2023-01-15,MTR-010,47.5776,1.9824,3.0735,0.6897,24,5.44,1,Winter
2023-01-15,MTR-011,84.5784,3.5241,6.0706,1.2589,24,5.44,1,Winter
2023-01-15,MTR-012,131.7102,5.4879,10.238,1.2769,24,5.44,1,Winter
2023-01-16,MTR-001,44.1091,1.8379,2.942,0.5765,24,4.86,0,Winter
2023-01-16,MTR-002,151.3045,6.3044,27.9669,1.6983,24,4.86,0,Winter
2023-01-16,MTR-003,194.9921,8.1247,13.8193,2.5883,24,4.86,0,Winter
2023-01-16,MTR-004,52.6915,2.1955,3.6925,0.7502,24,4.86,0,Winter
2023-01-16,MTR-005,124.4099,5.1837,8.42,1.789,24,4.86,0,Winter
2023-01-16,MTR-006,195.66,8.1525,12.6585,2.56,24,4.86,0,Winter
2023-01-16,MTR-007,44.3837,1.8493,2.8215,0.6212,24,4.86,0,Winter
2023-01-16,MTR-008,127.6125,5.3172,8.323,1.8398,24,4.86,0,Winter
2023-01-16,MTR-009,239.3444,9.9727,15.7328,3.4628,24,4.86,0,Winter
2023-01-16,MTR-010,43.9373,1.8307,3.0975,0.5954,24,4.86,0,Winter
2023-01-16,MTR-011,127.4162,5.309,10.9769,1.7335,24,4.86,0,Winter
2023-01-16,MTR-012,193.1081,8.0462,13.1291,2.5237,24,4.86,0,Winter
2023-01-17,MTR-001,48.0589,2.0025,3.403,0.6346,24,4.72,0,Winter
2023-01-17,MTR-002,129.2591,5.3858,8.5762,1.817,24,4.72,0,Winter
2023-01-17,MTR-003,192.6718,8.028,12.7402,2.2866,24,4.72,0,Winter
2023-01-17,MTR-004,50.3881,2.0995,3.5428,0.1862,24,4.72,0,Winter
2023-01-17,MTR-005,126.7116,5.2796,8.8666,1.8259,24,4.72,0,Winter
2023-01-17,MTR-006,188.7888,7.8662,12.6105,1.4434,24,4.72,0,Winter
2023-01-17,MTR-007,44.7582,1.8649,3.1413,0.5952,24,4.72,0,Winter
2023-01-17,MTR-008,133.2812,5.5534,9.7675,1.7596,24,4.72,0,Winter
2023-01-17,MTR-009,284.9309,11.8721,52.4022,3.2926,24,4.72,0,Winter
2023-01-17,MTR-010,45.526,1.8969,3.26,0.6134,24,4.72,0,Winter
2023-01-17,MTR-011,119.4432,4.9768,8.3558,1.5016,24,4.72,0,Winter
2023-01-17,MTR-012,189.6254,7.9011,13.1201,2.7884,24,4.72,0,Winter
2023-01-18,MTR-001,42.9078,1.7878,2.8586,0.5315,24,5.13,0,Winter
2023-01-18,MTR-002,130.3384,5.4308,9.4819,1.6323,24,5.13,0,Winter
2023-01-18,MTR-003,191.8196,7.9925,13.1195,2.5373,24,5.13,0,Winter
2023-01-18,MTR-004,55.2239,2.301,5.8224,0.7047,24,5.13,0,Winter
2023-01-18,MTR-005,124.2904,5.1788,8.9503,1.6295,24,5.13,0,Winter
2023-01-18,MTR-006,195.2213,8.1342,13.3275,2.5583,24,5.13,0,Winter
2023-01-18,MTR-007,48.6146,2.0256,6.3072,0.5223,24,5.13,0,Winter
2023-01-18,MTR-008,131.9565,5.4982,9.1529,1.6829,24,5.13,0,Winter
2023-01-18,MTR-009,242.9873,10.1245,16.3606,3.1639,24,5.13,0,Winter
2023-01-18,MTR-010,45.18,1.8825,3.164,0.5808,24,5.13,0,Winter
2023-01-18,MTR-011,116.206,4.8419,7.9021,1.6441,24,5.13,0,Winter
2023-01-18,MTR-012,188.3087,7.8462,12.52,2.4647,24,5.13,0,Winter
2023-01-19,MTR-001,49.2507,2.0521,5.0052,0.6101,24,5.25,0,Winter
2023-01-19,MTR-002,132.0019,5.5001,9.1476,1.9567,24,5.25,0,Winter
2023-01-19,MTR-003,187.9792,7.8325,12.1277,2.6262,24,5.25,0,Winter
2023-01-19,MTR-004,51.3486,2.1395,3.3915,0.6768,24,5.25,0,Winter
2023-01-19,MTR-005,124.3313,5.1805,8.5241,1.8252,24,5.25,0,Winter
2023-01-19,MTR-006,189.9633,7.9151,12.3043,2.8983,24,5.25,0,Winter
2023-01-19,MTR-007,42.3181,1.7633,3.1462,0.5978,24,5.25,0,Winter
2023-01-19,MTR-008,128.5909,5.358,7.953,1.7085,24,5.25,0,Winter
2023-01-19,MTR-009,243.9366,10.164,17.6904,3.2042,24,5.25,0,Winter
2023-01-19,MTR-010,49.7443,2.0727,8.9303,0.6439,24,5.25,0,Winter
2023-01-19,MTR-011,117.8091,4.9087,8.5959,1.5474,24,5.25,0,Winter
2023-01-19,MTR-012,190.2561,7.9273,12.4757,2.6029,24,5.24,0,Winter
2023-01-20,MTR-001,44.2416,1.8434,3.19,0.6131,24,5.52,0,Winter
2023-01-20,MTR-002,122.6224,5.1093,8.3499,1.6448,24,5.52,0,Winter
2023-01-20,MTR-003,208.2408,8.6767,33.0468,2.0487,24,5.52,0,Winter
2023-01-20,MTR-004,51.3328,2.1389,3.5736,0.676,24,5.52,0,Winter
2023-01-20,MTR-005,145.9416,6.0809,25.1858,1.621,24,5.52,0,Winter
2023-01-20,MTR-006,195.3899,8.1412,15.3386,3.0197,24,5.52,0,Winter
2023-01-20,MTR-007,42.9114,1.788,2.9334,0.5656,24,5.52,0,Winter
2023-01-20,MTR-008,130.9307,5.4554,8.4021,1.669,24,5.52,0,Winter
2023-01-20,MTR-009,233.3261,9.7219,16.9788,3.3265,24,5.52,0,Winter
2023-01-20,MTR-010,41.6544,1.7356,2.75,0.4307,24,5.52,0,Winter
2023-01-20,MTR-011,113.3799,4.7242,7.8787,1.5525,24,5.52,0,Winter
2023-01-20,MTR-012,178.9969,7.4582,12.7505,1.628,24,5.52,0,Winter
2023-01-21,MTR-001,52.7372,2.1974,6.2406,0.7079,24,4.98,1,Winter
2023-01-21,MTR-002,92.9771,3.874,6.4884,1.4641,24,4.98,1,Winter
2023-01-21,MTR-003,134.4526,5.6022,9.3653,1.8355,24,4.98,1,Winter
2023-01-21,MTR-004,54.9194,2.2883,3.7544,0.8489,24,4.98,1,Winter
2023-01-21,MTR-005,91.181,3.7992,7.2191,1.3541,24,4.98,1,Winter
2023-01-21,MTR-006,138.5349,5.7723,9.4185,1.9705,24,4.98,1,Winter
2023-01-21,MTR-007,52.3532,2.1814,8.0975,0.7289,24,4.98,1,Winter
2023-01-21,MTR-008,95.2077,3.967,6.6824,1.3892,24,4.98,1,Winter
2023-01-21,MTR-009,175.698,7.3207,13.0522,2.5606,24,4.98,1,Winter
2023-01-21,MTR-010,47.2133,1.9672,3.3917,0.6419,24,4.98,1,Winter
2023-01-21,MTR-011,85.0405,3.5434,6.3582,1.3424,24,4.98,1,Winter
2023-01-21,MTR-012,137.3024,5.7209,9.5708,1.8596,24,4.98,1,Winter
2023-01-22,MTR-001,47.2079,1.967,3.4183,0.6388,24,5.17,1,Winter
2023-01-22,MTR-002,92.2346,3.8431,6.7429,1.0852,24,5.17,1,Winter
2023-01-22,MTR-003,140.5486,5.8562,9.7403,1.7766,24,5.17,1,Winter
2023-01-22,MTR-004,60.0002,2.5,4.1221,0.7752,24,5.17,1,Winter
2023-01-22,MTR-005,91.4731,3.8114,6.9108,1.1959,24,5.17,1,Winter
2023-01-22,MTR-006,144.5148,6.0214,10.7911,1.8308,24,5.17,1,Winter
2023-01-22,MTR-007,46.7421,1.9476,3.2486,0.6197,24,5.17,1,Winter
2023-01-22,MTR-008,94.4317,3.9347,6.8042,1.1925,24,5.17,1,Winter
2023-01-22,MTR-009,183.9591,7.665,18.4615,2.3654,24,5.17,1,Winter
2023-01-22,MTR-010,47.3464,1.9728,3.559,0.6718,24,5.17,1,Winter
2023-01-22,MTR-011,84.8422,3.5351,5.6792,1.0301,24,5.17,1,Winter
2023-01-22,MTR-012,139.3539,5.8064,10.2717,1.8582,24,5.17,1,Winter
2023-01-23,MTR-001,43.442,1.8101,2.8822,0.6154,24,5.4,0,Winter
2023-01-23,MTR-002,127.5262,5.3136,8.9453,1.822,24,5.4,0,Winter
2023-01-23,MTR-003,195.4287,8.1429,14.3366,2.4381,24,5.4,0,Winter
2023-01-23,MTR-004,49.9239,2.0802,3.4285,0.6704,24,5.4,0,Winter
2023-01-23,MTR-005,121.0565,5.044,8.5147,1.7968,24,5.4,0,Winter
2023-01-23,MTR-006,193.2567,8.0524,14.7196,2.6491,24,5.4,0,Winter
2023-01-23,MTR-007,43.1385,1.7974,2.7683,0.5728,24,5.4,0,Winter
2023-01-23,MTR-008,130.7206,5.4467,9.5209,1.8642,24,5.4,0,Winter
2023-01-23,MTR-009,239.6525,9.9855,15.1353,3.2732,24,5.4,0,Winter
2023-01-23,MTR-010,44.4699,1.8529,3.3402,0.6435,24,5.4,0,Winter
2023-01-23,MTR-011,118.6665,4.9444,7.7785,1.7047,24,5.4,0,Winter
2023-01-23,MTR-012,194.2854,8.0952,13.1333,2.4049,24,5.4,0,Winter
2023-01-24,MTR-001,44.6396,1.86,3.4107,0.6163,24,5.15,0,Winter
2023-01-24,MTR-002,130.0712,5.4196,9.8058,1.888,24,5.15,0,Winter
2023-01-24,MTR-003,196.4989,8.1875,14.198,2.7421,24,5.15,0,Winter
2023-01-24,MTR-004,52.1998,2.175,3.7532,0.755,24,5.15,0,Winter
2023-01-24,MTR-005,124.9605,5.2067,8.9987,1.8996,24,5.15,0,Winter
2023-01-24,MTR-006,188.944,7.8727,13.7405,0.5093,24,5.15,0,Winter
2023-01-24,MTR-007,42.8292,1.7845,3.1707,0.6285,24,5.15,0,Winter
2023-01-24,MTR-008,129.7136,5.4047,9.3523,0.1477,24,5.15,0,Winter
2023-01-24,MTR-009,239.9289,9.997,16.0279,3.8447,24,5.15,0,Winter
2023-01-24,MTR-010,44.3033,1.846,3.1004,0.5182,24,5.15,0,Winter
2023-01-24,MTR-011,116.8451,4.8685,8.7432,1.4257,24,5.15,0,Winter
2023-01-24,MTR-012,190.1509,7.923,13.0109,2.5471,24,5.15,0,Winter
2023-01-25,MTR-001,44.3104,1.8463,3.1186,0.6621,24,5.11,0,Winter
2023-01-25,MTR-002,134.7629,5.6151,9.5556,1.7137,24,5.11,0,Winter
2023-01-25,MTR-003,193.3074,8.0545,12.8712,2.6083,24,5.11,0,Winter
2023-01-25,MTR-004,52.1531,2.173,3.8466,0.8177,24,5.11,0,Winter
2023-01-25,MTR-005,129.479,5.395,8.9008,1.9388,24,5.11,0,Winter
2023-01-25,MTR-006,189.9728,7.9155,13.1343,2.7666,24,5.11,0,Winter
2023-01-25,MTR-007,43.3429,1.806,3.2098,0.5738,24,5.11,0,Winter
2023-01-25,MTR-008,128.5162,5.3548,9.9317,1.7321,24,5.11,0,Winter
2023-01-25,MTR-009,261.1091,10.8795,34.4852,3.537,24,5.11,0,Winter
2023-01-25,MTR-010,45.2593,1.8858,3.1433,0.6296,24,5.11,0,Winter
2023-01-25,MTR-011,118.5434,4.9393,8.7645,1.4633,24,5.11,0,Winter
2023-01-25,MTR-012,189.7759,7.9073,14.8381,2.7419,24,5.11,0,Winter
2023-01-26,MTR-001,43.6784,1.8199,3.0061,0.5906,24,5.37,0,Winter
2023-01-26,MTR-002,127.6766,5.3199,8.6948,1.6412,24,5.37,0,Winter
2023-01-26,MTR-003,190.8276,7.9512,14.9214,2.6173,24,5.37,0,Winter
2023-01-26,MTR-004,50.1067,2.0878,3.399,0.6697,24,5.37,0,Winter
2023-01-26,MTR-005,126.6118,5.2755,8.7562,1.7845,24,5.37,0,Winter
2023-01-26,MTR-006,193.2667,8.0528,12.5843,2.5879,24,5.37,0,Winter
2023-01-26,MTR-007,43.2374,1.8016,2.7503,0.5663,24,5.37,0,Winter
2023-01-26,MTR-008,125.7362,5.239,8.3946,1.6808,24,5.37,0,Winter
2023-01-26,MTR-009,238.1323,9.9222,17.4349,2.7595,24,5.37,0,Winter
2023-01-26,MTR-010,44.5334,1.8556,2.9153,0.5603,24,5.37,0,Winter
2023-01-26,MTR-011,117.798,4.9083,7.8184,1.4488,24,5.37,0,Winter
