year,week_of_year,meter_id,total_consumption,avg_consumption,reading_count
2023,7,MTR-011,731.5603,4.3545,168
2023,7,MTR-012,1191.6056,7.0929,168
2023,8,MTR-001,298.2249,1.7751,168
2023,8,MTR-002,778.0641,4.6313,168
2023,8,MTR-003,1195.9966,7.119,168
2023,8,MTR-004,346.5402,2.0627,168
2023,8,MTR-005,779.8056,4.6417,168
2023,8,MTR-006,1189.4318,7.08,168
2023,8,MTR-007,294.1862,1.7511,168
2023,8,MTR-008,795.9001,4.7375,168
2023,8,MTR-009,1533.4228,9.1275,168
2023,8,MTR-010,296.2933,1.7637,168
2023,8,MTR-011,726.6561,4.3253,168
2023,8,MTR-012,1161.2196,6.912,168
2023,9,MTR-001,292.5529,1.7414,168
2023,9,MTR-002,766.1385,4.5603,168
2023,9,MTR-003,1168.2437,6.9538,168
2023,9,MTR-004,340.6085,2.0274,168
2023,9,MTR-005,763.4261,4.5442,168
2023,9,MTR-006,1152.1569,6.8581,168
2023,9,MTR-007,287.5622,1.7117,168
2023,9,MTR-008,792.6254,4.718,168
2023,9,MTR-009,1515.2764,9.0195,168
2023,9,MTR-010,289.0928,1.7208,168
2023,9,MTR-011,697.4149,4.1513,168
2023,9,MTR-012,1147.3179,6.8293,168
2023,10,MTR-001,291.1926,1.7333,168
2023,10,MTR-002,779.7562,4.6414,168
2023,10,MTR-003,1120.1037,6.6673,168
2023,10,MTR-004,343.9191,2.0471,168
2023,10,MTR-005,739.3559,4.4009,168
2023,10,MTR-006,1131.9008,6.7375,168
2023,10,MTR-007,291.1113,1.7328,168
2023,10,MTR-008,776.2019,4.6202,168
2023,10,MTR-009,1386.4558,8.2527,168
2023,10,MTR-010,287.7768,1.713,168
2023,10,MTR-011,677.2192,4.0311,168
2023,10,MTR-012,1117.7878,6.6535,168
2023,11,MTR-001,278.5962,1.6583,168
2023,11,MTR-002,733.1543,4.364,168
2023,11,MTR-003,1112.7097,6.6233,168
2023,11,MTR-004,338.1255,2.0127,168
2023,11,MTR-005,726.2394,4.3229,168
2023,11,MTR-006,1134.9171,6.7555,168
2023,11,MTR-007,280.3654,1.6688,168
2023,11,MTR-008,747.7476,4.4509,168
2023,11,MTR-009,1428.4438,8.5026,168
2023,11,MTR-010,275.4937,1.6398,168
2023,11,MTR-011,675.8416,4.0229,168
2023,11,MTR-012,1093.604,6.5095,168
2023,12,MTR-001,282.9269,1.6841,168
2023,12,MTR-002,736.0148,4.381,168
2023,12,MTR-003,1081.1443,6.4354,168
2023,12,MTR-004,333.039,1.9824,168
2023,12,MTR-005,697.9175,4.1543,168
2023,12,MTR-006,1109.2683,6.6028,168
2023,12,MTR-007,278.4236,1.6573,168
2023,12,MTR-008,759.7917,4.5226,168
2023,12,MTR-009,1385.7322,8.2484,168
2023,12,MTR-010,278.9363,1.6603,168
2023,12,MTR-011,662.5797,3.9439,168
2023,12,MTR-012,1077.0863,6.4112,168
2023,13,MTR-001,265.5139,1.5804,168
2023,13,MTR-002,709.7614,4.2248,168
2023,13,MTR-003,1042.5169,6.2055,168
2023,13,MTR-004,322.6196,1.9204,168
2023,13,MTR-005,707.4696,4.2111,168
2023,13,MTR-006,1098.7265,6.54,168
2023,13,MTR-007,271.6409,1.6169,168
2023,13,MTR-008,736.0697,4.3814,168
2023,13,MTR-009,1390.0517,8.2741,168
2023,13,MTR-010,284.5091,1.6935,168
2023,13,MTR-011,668.3778,3.9784,168
2023,13,MTR-012,1044.1182,6.215,168
2023,14,MTR-001,274.3897,1.6333,168
2023,14,MTR-002,718.7963,4.2785,168
2023,14,MTR-003,1067.9993,6.3571,168
2023,14,MTR-004,315.6861,1.8791,168
2023,14,MTR-005,695.5397,4.1401,168
2023,14,MTR-006,1100.3828,6.5499,168
2023,14,MTR-007,269.4647,1.604,168
2023,14,MTR-008,734.6196,4.3727,168
2023,14,MTR-009,1329.0524,7.911,168
2023,14,MTR-010,263.8196,1.5704,168
2023,14,MTR-011,660.4877,3.9315,168
2023,14,MTR-012,1076.2823,6.4064,168
2023,15,MTR-001,278.8382,1.6598,168
2023,15,MTR-002,715.4423,4.2586,168
2023,15,MTR-003,1060.2701,6.3111,168
2023,15,MTR-004,308.9497,1.839,168
2023,15,MTR-005,696.0634,4.1432,168
2023,15,MTR-006,1095.6604,6.5218,168
2023,15,MTR-007,270.3816,1.6094,168
2023,15,MTR-008,713.5372,4.2472,168
2023,15,MTR-009,1391.7641,8.2843,168
2023,15,MTR-010,269.2068,1.6024,168
2023,15,MTR-011,666.6244,3.968,168
2023,15,MTR-012,1077.1931,6.4119,168
2023,16,MTR-001,270.6524,1.611,168
2023,16,MTR-002,711.9749,4.2379,168
2023,16,MTR-003,1053.493,6.2708,168
2023,16,MTR-004,315.3831,1.8773,168
2023,16,MTR-005,701.9057,4.178,168
2023,16,MTR-006,1087.4925,6.4732,168
2023,16,MTR-007,286.3676,1.7046,168
2023,16,MTR-008,737.4334,4.3895,168
2023,16,MTR-009,1343.5138,7.9971,168
2023,16,MTR-010,281.5263,1.6758,168
2023,16,MTR-011,655.6379,3.9026,168
2023,16,MTR-012,1043.1355,6.2091,168
2023,17,MTR-001,275.4579,1.6396,168
2023,17,MTR-002,730.1551,4.3462,168
2023,17,MTR-003,1085.8504,6.4634,168
2023,17,MTR-004,332.8153,1.981,168
2023,17,MTR-005,706.7792,4.207,168
2023,17,MTR-006,1087.6702,6.4742,168
2023,17,MTR-007,268.4167,1.5977,168
2023,17,MTR-008,738.2982,4.3946,168
2023,17,MTR-009,1362.0423,8.1074,168
2023,17,MTR-010,281.55,1.6759,168
2023,17,MTR-011,663.1691,3.9474,168
2023,17,MTR-012,1043.1198,6.209,168
2023,18,MTR-001,285.2609,1.698,168
2023,18,MTR-002,746.8796,4.4457,168
2023,18,MTR-003,1166.3871,6.9428,168
2023,18,MTR-004,339.9154,2.0233,168
2023,18,MTR-005,747.6264,4.4502,168
2023,18,MTR-006,1147.4497,6.8301,168
2023,18,MTR-007,276.1481,1.6437,168
2023,18,MTR-008,761.3927,4.5321,168
2023,18,MTR-009,1459.6314,8.6883,168
2023,18,MTR-010,287.7925,1.7131,168
2023,18,MTR-011,674.7662,4.0165,168
2023,18,MTR-012,1106.8225,6.5882,168
2023,19,MTR-001,290.5304,1.7293,168
2023,19,MTR-002,816.8908,4.8624,168
2023,19,MTR-003,1171.0936,6.9708,168
2023,19,MTR-004,334.3777,1.9903,168
2023,19,MTR-005,739.5979,4.4024,168
2023,19,MTR-006,1177.1225,7.0067,168
2023,19,MTR-007,278.5705,1.6582,168
2023,19,MTR-008,770.2139,4.5846,168
2023,19,MTR-009,1425.1189,8.4829,168
2023,19,MTR-010,294.2011,1.7512,168
2023,19,MTR-011,688.0216,4.0954,168
2023,19,MTR-012,1139.3964,6.7821,168
2023,20,MTR-001,292.1022,1.7387,168
2023,20,MTR-002,770.5052,4.5863,168
2023,20,MTR-003,1178.6659,7.0159,168
2023,20,MTR-004,344.8464,2.0527,168
2023,20,MTR-005,749.261,4.4599,168
2023,20,MTR-006,1161.1326,6.9115,168
2023,20,MTR-007,297.8139,1.7727,168
2023,20,MTR-008,815.217,4.8525,168
2023,20,MTR-009,1437.2932,8.5553,168
2023,20,MTR-010,299.4421,1.7824,168
2023,20,MTR-011,702.0118,4.1786,168
2023,20,MTR-012,1132.8184,6.743,168
2023,21,MTR-001,310.0188,1.8454,168
2023,21,MTR-002,813.2972,4.8411,168
2023,21,MTR-003,1171.2195,6.9715,168
2023,21,MTR-004,367.4449,2.1872,168
2023,21,MTR-005,779.2777,4.6386,168
2023,21,MTR-006,1219.8416,7.261,168
2023,21,MTR-007,299.8882,1.785,168
2023,21,MTR-008,808.5682,4.8129,168
2023,21,MTR-009,1495.754,8.9033,168
2023,21,MTR-010,309.7748,1.8439,168
2023,21,MTR-011,760.6509,4.5277,168
2023,21,MTR-012,1159.8159,6.9037,168
2023,22,MTR-001,318.1044,1.8935,168
2023,22,MTR-002,833.8102,4.9632,168
2023,22,MTR-003,1214.1367,7.227,168
2023,22,MTR-004,378.9212,2.2555,168
2023,22,MTR-005,824.7996,4.9095,168
2023,22,MTR-006,1250.8217,7.4454,168
2023,22,MTR-007,302.3953,1.8,168
2023,22,MTR-008,838.383,4.9904,168
2023,22,MTR-009,1543.6365,9.1883,168
2023,22,MTR-010,304.7568,1.814,168
2023,22,MTR-011,793.9597,4.726,168
2023,22,MTR-012,1222.2668,7.2754,168
2023,23,MTR-001,318.7393,1.8973,168
2023,23,MTR-002,821.2906,4.8886,168
2023,23,MTR-003,1306.6309,7.7776,168
2023,23,MTR-004,366.5762,2.182,168
2023,23,MTR-005,805.0514,4.792,168
2023,23,MTR-006,1305.1196,7.7686,168
2023,23,MTR-007,308.1191,1.834,168
2023,23,MTR-008,857.0371,5.1014,168
2023,23,MTR-009,1543.4562,9.1872,168
2023,23,MTR-010,317.3886,1.8892,168
2023,23,MTR-011,744.2066,4.4298,168
2023,23,MTR-012,1223.7606,7.2843,168
2023,24,MTR-001,323.2481,1.9241,168
2023,24,MTR-002,855.4487,5.092,168
2023,24,MTR-003,1262.0272,7.5121,168
2023,24,MTR-004,376.6358,2.2419,168
2023,24,MTR-005,819.4891,4.8779,168
2023,24,MTR-006,1296.1096,7.7149,168
2023,24,MTR-007,321.2429,1.9122,168
2023,24,MTR-008,883.7259,5.2603,168
2023,24,MTR-009,1594.6202,9.4918,168
2023,24,MTR-010,327.4616,1.9492,168
2023,24,MTR-011,765.487,4.5565,168
2023,24,MTR-012,1250.4572,7.4432,168
2023,25,MTR-001,328.927,1.9579,168
2023,25,MTR-002,873.3799,5.1987,168
2023,25,MTR-003,1300.8672,7.7433,168
2023,25,MTR-004,382.7427,2.2782,168
2023,25,MTR-005,821.6678,4.8909,168
2023,25,MTR-006,1302.5121,7.753,168
2023,25,MTR-007,341.682,2.0338,168
2023,25,MTR-008,864.4089,5.1453,168
2023,25,MTR-009,1596.489,9.5029,168
2023,25,MTR-010,326.8309,1.9454,168
2023,25,MTR-011,790.917,4.7078,168
2023,25,MTR-012,1285.0904,7.6493,168
2023,26,MTR-001,331.1656,1.9712,168
2023,26,MTR-002,862.1767,5.132,168
2023,26,MTR-003,1268.4423,7.5503,168
2023,26,MTR-004,392.5319,2.3365,168
2023,26,MTR-005,840.6477,5.0039,168
2023,26,MTR-006,1333.5671,7.9379,168
2023,26,MTR-007,322.2168,1.918,168
2023,26,MTR-008,872.8409,5.1955,168
2023,26,MTR-009,1608.3939,9.5738,168
2023,26,MTR-010,325.4203,1.937,168
2023,26,MTR-011,791.3712,4.7105,168
2023,26,MTR-012,1270.2515,7.561,168
2023,27,MTR-001,329.446,1.961,168
2023,27,MTR-002,851.9261,5.071,168
2023,27,MTR-003,1307.5857,7.7832,168
2023,27,MTR-004,396.2439,2.3586,168
2023,27,MTR-005,852.8701,5.0766,168
2023,27,MTR-006,1289.9424,7.6782,168
2023,27,MTR-007,319.5585,1.9021,168
2023,27,MTR-008,898.6212,5.3489,168
2023,27,MTR-009,1622.9782,9.6606,168
2023,27,MTR-010,327.7742,1.951,168
2023,27,MTR-011,787.5903,4.688,168
2023,27,MTR-012,1274.0905,7.5839,168
2023,28,MTR-001,331.9521,1.9759,168
2023,28,MTR-002,862.8672,5.1361,168
2023,28,MTR-003,1290.8059,7.6834,168
2023,28,MTR-004,386.6247,2.3013,168
2023,28,MTR-005,847.6576,5.0456,168
2023,28,MTR-006,1385.1575,8.245,168
2023,28,MTR-007,323.1144,1.9233,168
2023,28,MTR-008,923.3799,5.4963,168
2023,28,MTR-009,1617.4015,9.6274,168
2023,28,MTR-010,329.582,1.9618,168
2023,28,MTR-011,797.2426,4.7455,168
2023,28,MTR-012,1320.0252,7.8573,168
2023,29,MTR-001,336.1751,2.001,168
2023,29,MTR-002,881.3272,5.246,168
2023,29,MTR-003,1304.8098,7.7667,168
2023,29,MTR-004,387.43,2.3061,168
2023,29,MTR-005,849.3663,5.0558,168
2023,29,MTR-006,1296.361,7.7164,168
2023,29,MTR-007,322.1843,1.9178,168
2023,29,MTR-008,887.7471,5.2842,168
2023,29,MTR-009,1594.4264,9.4906,168
2023,29,MTR-010,328.9119,1.9578,168
2023,29,MTR-011,794.5661,4.7296,168
2023,29,MTR-012,1256.4171,7.4787,168
2023,30,MTR-001,324.3946,1.9309,168
2023,30,MTR-002,856.9997,5.1012,168
2023,30,MTR-003,1272.1912,7.5726,168
2023,30,MTR-004,372.2773,2.2159,168
2023,30,MTR-005,835.6094,4.9739,168
2023,30,MTR-006,1283.8856,7.6422,168
2023,30,MTR-007,319.3277,1.9008,168
2023,30,MTR-008,882.6735,5.254,168
2023,30,MTR-009,1593.0922,9.4827,168
2023,30,MTR-010,337.0773,2.0064,168
2023,30,MTR-011,799.2966,4.7577,168
2023,30,MTR-012,1277.9014,7.6066,168
2023,31,MTR-001,331.6646,1.9742,168
2023,31,MTR-002,865.222,5.1501,168
2023,31,MTR-003,1284.9571,7.6486,168
2023,31,MTR-004,379.2651,2.2575,168
2023,31,MTR-005,838.1255,4.9888,168
2023,31,MTR-006,1289.9767,7.6784,168
2023,31,MTR-007,332.7931,1.9809,168
2023,31,MTR-008,903.6577,5.3789,168
2023,31,MTR-009,1598.246,9.5134,168
2023,31,MTR-010,324.432,1.9311,168
2023,31,MTR-011,797.3845,4.7463,168
2023,31,MTR-012,1258.4438,7.4907,168
2023,32,MTR-001,322.4303,1.9192,168
2023,32,MTR-002,908.6665,5.4087,168
2023,32,MTR-003,1240.5328,7.3841,168
2023,32,MTR-004,373.595,2.2238,168
2023,32,MTR-005,837.8245,4.9871,168
2023,32,MTR-006,1332.6184,7.9323,168
2023,32,MTR-007,318.3515,1.8949,168
2023,32,MTR-008,840.8003,5.0048,168
2023,32,MTR-009,1545.3163,9.1983,168
2023,32,MTR-010,324.3649,1.9307,168
2023,32,MTR-011,769.5106,4.5804,168
2023,32,MTR-012,1244.4123,7.4072,168
2023,33,MTR-001,308.8162,1.8382,168
2023,33,MTR-002,821.6839,4.891,168
2023,33,MTR-003,1207.6595,7.1884,168
2023,33,MTR-004,378.527,2.2531,168
2023,33,MTR-005,806.322,4.7995,168
2023,33,MTR-006,1229.7416,7.3199,168
2023,33,MTR-007,307.4916,1.8303,168
2023,33,MTR-008,826.9045,4.9221,168
2023,33,MTR-009,1582.1494,9.4176,168
2023,33,MTR-010,316.1091,1.8816,168
2023,33,MTR-011,748.7132,4.4566,168
2023,33,MTR-012,1228.0766,7.31,168
2023,34,MTR-001,302.219,1.7989,168
2023,34,MTR-002,801.2249,4.7692,168
2023,34,MTR-003,1195.5286,7.1162,168
2023,34,MTR-004,350.2403,2.0848,168
2023,34,MTR-005,791.4204,4.7108,168
2023,34,MTR-006,1272.945,7.5771,168
2023,34,MTR-007,312.9674,1.8629,168
2023,34,MTR-008,839.3837,4.9963,168
2023,34,MTR-009,1483.1791,8.8284,168
2023,34,MTR-010,301.2767,1.7933,168
2023,34,MTR-011,757.8526,4.511,168
2023,34,MTR-012,1179.1169,7.0186,168
2023,35,MTR-001,309.0696,1.8397,168
2023,35,MTR-002,791.4073,4.7108,168
2023,35,MTR-003,1169.7197,6.9626,168
2023,35,MTR-004,352.2643,2.0968,168
2023,35,MTR-005,767.6068,4.5691,168
2023,35,MTR-006,1176.0479,7.0003,168
2023,35,MTR-007,292.9299,1.7436,168
2023,35,MTR-008,793.6494,4.7241,168
2023,35,MTR-009,1511.4484,8.9967,168
2023,35,MTR-010,298.2516,1.7753,168
2023,35,MTR-011,718.2926,4.2756,168
2023,35,MTR-012,1188.3431,7.0735,168
2023,36,MTR-001,295.6272,1.7597,168
2023,36,MTR-002,745.3335,4.4365,168
2023,36,MTR-003,1154.7408,6.8735,168
2023,36,MTR-004,340.4411,2.0264,168
2023,36,MTR-005,763.4091,4.5441,168
2023,36,MTR-006,1159.7072,6.903,168
2023,36,MTR-007,289.2787,1.7219,168
2023,36,MTR-008,768.8381,4.5764,168
2023,36,MTR-009,1406.9627,8.3748,168
2023,36,MTR-010,293.6282,1.7478,168
2023,36,MTR-011,704.4886,4.1934,168
2023,36,MTR-012,1122.6664,6.6825,168
2023,37,MTR-001,287.3353,1.7103,168
2023,37,MTR-002,748.8983,4.4577,168
2023,37,MTR-003,1110.742,6.6116,168
2023,37,MTR-004,337.1179,2.0067,168
2023,37,MTR-005,747.2574,4.448,168
2023,37,MTR-006,1164.431,6.9311,168
2023,37,MTR-007,275.3887,1.6392,168
2023,37,MTR-008,757.7439,4.5104,168
2023,37,MTR-009,1420.3347,8.4544,168
2023,37,MTR-010,287.5716,1.7117,168
2023,37,MTR-011,680.6593,4.0515,168
2023,37,MTR-012,1142.1934,6.7988,168
2023,38,MTR-001,280.995,1.6726,168
2023,38,MTR-002,727.706,4.3316,168
2023,38,MTR-003,1079.8593,6.4277,168
2023,38,MTR-004,332.2671,1.9778,168
2023,38,MTR-005,767.6793,4.5695,168
2023,38,MTR-006,1110.9825,6.613,168
2023,38,MTR-007,277.3488,1.6509,168
2023,38,MTR-008,752.0103,4.4763,168
2023,38,MTR-009,1388.5748,8.2653,168
2023,38,MTR-010,280.5475,1.6699,168
2023,38,MTR-011,701.5908,4.1761,168
2023,38,MTR-012,1112.0766,6.6195,168
2023,39,MTR-001,280.707,1.6709,168
2023,39,MTR-002,717.9563,4.2735,168
2023,39,MTR-003,1071.828,6.3799,168
2023,39,MTR-004,318.2901,1.8946,168
2023,39,MTR-005,698.9082,4.1602,168
2023,39,MTR-006,1073.3817,6.3892,168
2023,39,MTR-007,267.9815,1.5951,168
2023,39,MTR-008,741.9868,4.4166,168
2023,39,MTR-009,1350.4374,8.0383,168
2023,39,MTR-010,269.9299,1.6067,168
2023,39,MTR-011,670.3356,3.9901,168
2023,39,MTR-012,1054.7897,6.2785,168
2023,40,MTR-001,283.9092,1.6899,168
2023,40,MTR-002,690.4176,4.1096,168
2023,40,MTR-003,1137.6519,6.7717,168
2023,40,MTR-004,317.4841,1.8898,168
2023,40,MTR-005,703.6133,4.1882,168
2023,40,MTR-006,1141.1596,6.7926,168
2023,40,MTR-007,271.198,1.6143,168
2023,40,MTR-008,771.2759,4.5909,168
2023,40,MTR-009,1340.8051,7.981,168
2023,40,MTR-010,269.0568,1.6015,168
2023,40,MTR-011,657.5428,3.9139,168
2023,40,MTR-012,1032.8731,6.1481,168
2023,41,MTR-001,273.6618,1.6289,168
2023,41,MTR-002,745.1785,4.4356,168
2023,41,MTR-003,1056.0122,6.2858,168
2023,41,MTR-004,325.2832,1.9362,168
2023,41,MTR-005,701.9892,4.1785,168
2023,41,MTR-006,1061.1344,6.3163,168
2023,41,MTR-007,262.5549,1.5628,168
2023,41,MTR-008,709.5997,4.2238,168
2023,41,MTR-009,1330.3263,7.9186,168
2023,41,MTR-010,277.9305,1.6543,168
2023,41,MTR-011,647.3135,3.8531,168
2023,41,MTR-012,1096.3232,6.5257,168
2023,42,MTR-001,273.4275,1.6275,168
2023,42,MTR-002,712.7486,4.2426,168
2023,42,MTR-003,1091.94,6.4996,168
2023,42,MTR-004,316.2304,1.8823,168
2023,42,MTR-005,696.2607,4.1444,168
2023,42,MTR-006,1093.2726,6.5076,168
2023,42,MTR-007,266.5932,1.5869,168
2023,42,MTR-008,740.3018,4.4066,168
2023,42,MTR-009,1329.5689,7.9141,168
2023,42,MTR-010,270.9961,1.6131,168
2023,42,MTR-011,702.0718,4.179,168
2023,42,MTR-012,1077.8766,6.4159,168
2023,43,MTR-001,274.6241,1.6347,168
2023,43,MTR-002,713.0638,4.2444,168
2023,43,MTR-003,1104.0572,6.5718,168
2023,43,MTR-004,318.8632,1.898,168
2023,43,MTR-005,687.1574,4.0902,168
2023,43,MTR-006,1092.2628,6.5016,168
2023,43,MTR-007,266.8626,1.5885,168
2023,43,MTR-008,748.444,4.455,168
2023,43,MTR-009,1334.706,7.9447,168
2023,43,MTR-010,280.104,1.6673,168
2023,43,MTR-011,663.48,3.9493,168
2023,43,MTR-012,1051.8217,6.2608,168
2023,44,MTR-001,280.2304,1.668,168
2023,44,MTR-002,735.8296,4.3799,168
2023,44,MTR-003,1079.53,6.4258,168
2023,44,MTR-004,322.5692,1.9201,168
2023,44,MTR-005,724.9765,4.3153,168
2023,44,MTR-006,1115.0547,6.6372,168
2023,44,MTR-007,276.444,1.6455,168
2023,44,MTR-008,756.1611,4.501,168
2023,44,MTR-009,1360.0893,8.0958,168
2023,44,MTR-010,287.0264,1.7085,168
2023,44,MTR-011,672.6296,4.0037,168
2023,44,MTR-012,1074.4119,6.3953,168
2023,45,MTR-001,289.6493,1.7241,168
2023,45,MTR-002,777.719,4.6293,168
2023,45,MTR-003,1171.8701,6.9754,168
2023,45,MTR-004,343.2932,2.0434,168
2023,45,MTR-005,788.0805,4.691,168
2023,45,MTR-006,1151.0095,6.8512,168
2023,45,MTR-007,279.6173,1.6644,168
2023,45,MTR-008,761.2981,4.5315,168
2023,45,MTR-009,1396.953,8.3152,168
2023,45,MTR-010,289.773,1.7248,168
2023,45,MTR-011,693.2344,4.1264,168
2023,45,MTR-012,1104.5147,6.5745,168
2023,46,MTR-001,294.0732,1.7504,168
2023,46,MTR-002,760.1147,4.5245,168
2023,46,MTR-003,1178.7487,7.0164,168
2023,46,MTR-004,332.9773,1.982,168
2023,46,MTR-005,762.8828,4.541,168
2023,46,MTR-006,1167.5887,6.9499,168
2023,46,MTR-007,287.4213,1.7108,168
2023,46,MTR-008,797.9009,4.7494,168
2023,46,MTR-009,1412.3148,8.4066,168
2023,46,MTR-010,295.1566,1.7569,168
2023,46,MTR-011,683.7642,4.07,168
2023,46,MTR-012,1138.5114,6.7769,168
2023,47,MTR-001,297.7016,1.772,168
2023,47,MTR-002,790.2666,4.704,168
2023,47,MTR-003,1134.7969,6.7547,168
2023,47,MTR-004,346.5081,2.0625,168
2023,47,MTR-005,750.5273,4.4674,168
2023,47,MTR-006,1195.9605,7.1188,168
2023,47,MTR-007,291.8754,1.7374,168
2023,47,MTR-008,789.9739,4.7022,168
2023,47,MTR-009,1457.9393,8.6782,168
2023,47,MTR-010,297.5324,1.771,168
2023,47,MTR-011,725.9278,4.321,168
2023,47,MTR-012,1172.6556,6.9801,168
2023,48,MTR-001,310.4341,1.8478,168
2023,48,MTR-002,800.0408,4.7621,168
2023,48,MTR-003,1197.4415,7.1276,168
2023,48,MTR-004,361.5686,2.1522,168
2023,48,MTR-005,754.4247,4.4906,168
2023,48,MTR-006,1222.5456,7.2771,168
2023,48,MTR-007,291.1195,1.7329,168
2023,48,MTR-008,841.8785,5.0112,168
2023,48,MTR-009,1444.919,8.6007,168
2023,48,MTR-010,299.8634,1.7849,168
2023,48,MTR-011,732.9626,4.3629,168
2023,48,MTR-012,1187.9943,7.0714,168
2023,49,MTR-001,308.0917,1.8339,168
2023,49,MTR-002,786.3892,4.6809,168
2023,49,MTR-003,1246.3035,7.4185,168
2023,49,MTR-004,374.0458,2.2265,168
2023,49,MTR-005,808.1502,4.8104,168
2023,49,MTR-006,1206.9125,7.184,168
2023,49,MTR-007,303.0567,1.8039,168
2023,49,MTR-008,815.3825,4.8535,168
2023,49,MTR-009,1510.2611,8.9896,168
2023,49,MTR-010,306.5328,1.8246,168
2023,49,MTR-011,736.7724,4.3856,168
2023,49,MTR-012,1210.0651,7.2028,168
2023,50,MTR-001,310.5957,1.8488,168
2023,50,MTR-002,797.3969,4.7464,168
2023,50,MTR-003,1215.9764,7.238,168
2023,50,MTR-004,384.8034,2.2905,168
2023,50,MTR-005,799.5336,4.7591,168
2023,50,MTR-006,1228.3171,7.3114,168
2023,50,MTR-007,308.1077,1.834,168
2023,50,MTR-008,842.4027,5.0143,168
2023,50,MTR-009,1590.1542,9.4652,168
2023,50,MTR-010,313.6103,1.8667,168
2023,50,MTR-011,759.2986,4.5196,168
2023,50,MTR-012,1210.2867,7.2041,168
2023,51,MTR-001,321.2041,1.9119,168
2023,51,MTR-002,854.309,5.0852,168
