date,weather_condition,temperature_band,avg_temperature,avg_humidity,total_consumption,avg_consumption,reading_count
2023-01-04,Fog,Cold,7.06,74.38,156.7436,6.531,24
2023-01-04,Fog,Very Cold,1.91,86.45,180.0375,5.001,36
2023-01-04,Rain,Cold,8.42,76.76,162.6223,6.7759,24
2023-01-04,Snow,Very Cold,0.06,85.39,236.1641,3.9361,60
2023-01-04,Storm,Cold,9.82,78.53,171.3314,7.1388,24
2023-01-05,Clear,Very Cold,3.64,88.74,93.3302,3.8888,24
2023-01-05,Clear,Cold,8.22,81.66,291.7768,6.0787,48
2023-01-05,Cloudy,Cold,8.11,77.34,370.312,7.7148,48
2023-01-05,Cloudy,Very Cold,1.3,86.92,105.2969,4.3874,24
2023-01-05,Fog,Very Cold,1.29,87.34,146.3372,4.0649,36
2023-01-05,Fog,Cold,8.47,86.35,128.6798,5.3617,24
2023-01-05,Rain,Cold,9.58,74.81,96.2901,8.0242,12
2023-01-05,Rain,Very Cold,2.81,89.01,84.5005,7.0417,12
2023-01-05,Snow,Very Cold,1.68,79.38,140.8939,2.9353,48
2023-01-05,Storm,Very Cold,4.08,79.75,85.7404,7.145,12
2023-01-06,Clear,Cold,7.63,75.95,157.1019,4.3639,36
2023-01-06,Clear,Very Cold,4.67,81.13,20.5111,1.7093,12
2023-01-06,Cloudy,Cold,7.76,78.66,337.672,7.0348,48
2023-01-06,Cloudy,Very Cold,2.38,87.62,186.7924,5.1887,36
2023-01-06,Fog,Cold,9.66,85.3,180.1033,7.5043,24
2023-01-06,Fog,Very Cold,-1.06,82.65,102.8048,4.2835,24
2023-01-06,Rain,Cold,8.51,83.01,217.9432,6.054,36
2023-01-06,Snow,Very Cold,0.62,85.32,176.7094,3.6814,48
2023-01-06,Storm,Very Cold,2.93,84.02,150.6311,6.2763,24
2023-01-07,Clear,Very Cold,3.33,85.1,145.2499,4.0347,36
2023-01-07,Clear,Cold,10.21,78.66,151.6982,6.3208,24
2023-01-07,Cloudy,Cold,8.29,76.71,401.7676,4.7829,84
2023-01-07,Cloudy,Very Cold,1.42,83.67,103.4481,2.8736,36
2023-01-07,Fog,Very Cold,0.94,87.02,122.8586,2.5596,48
2023-01-07,Fog,Cold,5.72,69.05,54.8796,4.5733,12
2023-01-07,Rain,Very Cold,4.96,85.31,21.2694,1.7725,12
2023-01-07,Rain,Cold,7.25,77.84,160.0317,4.4453,36
2023-01-08,Clear,Very Cold,2.99,87.98,84.241,3.51,24
2023-01-08,Clear,Cold,9.53,80.75,281.6696,4.6945,60
2023-01-08,Cloudy,Very Cold,2.4,86.8,238.9142,3.9819,60
2023-01-08,Cloudy,Cold,8.42,81.93,106.3533,4.4314,24
2023-01-08,Fog,Very Cold,3.57,74.24,62.6344,5.2195,12
2023-01-08,Rain,Cold,7.65,70.11,218.2435,6.0623,36
2023-01-08,Rain,Very Cold,2.64,87.63,30.3557,2.5296,12
2023-01-08,Snow,Very Cold,-0.29,85.17,95.3913,1.9873,48
2023-01-08,Storm,Very Cold,4.84,77.59,58.6363,4.8864,12
2023-01-09,Clear,Very Cold,2.86,76.88,224.5269,4.6776,48
2023-01-09,Clear,Cold,8.23,73.17,337.1369,7.0237,48
2023-01-09,Cloudy,Cold,9.59,78.48,132.4452,5.5186,24
2023-01-09,Cloudy,Very Cold,1.17,91.29,164.186,4.5607,36
2023-01-09,Fog,Cold,13.86,74.02,93.2759,7.773,12
2023-01-09,Fog,Very Cold,1.84,84.41,109.2326,4.5514,24
2023-01-09,Rain,Cold,8.57,83.78,176.4324,7.3514,24
2023-01-09,Snow,Cold,7.89,85.52,60.3084,5.0257,12
2023-01-09,Snow,Very Cold,-1.45,84.55,23.0883,1.924,12
2023-01-09,Storm,Very Cold,4.16,80.17,216.7845,4.5163,48
2023-01-10,Clear,Cold,11.31,81.51,136.7954,5.6998,24
2023-01-10,Cloudy,Very Cold,1.01,84.36,172.1165,4.781,36
2023-01-10,Fog,Cold,9.24,74.27,82.5577,6.8798,12
2023-01-10,Fog,Very Cold,2.4,81.61,155.4704,4.3186,36
2023-01-10,Rain,Very Cold,2.35,84.96,83.9797,6.9983,12
2023-01-10,Rain,Cold,7.91,75.45,533.2323,6.348,84
2023-01-10,Snow,Very Cold,-1.12,84.04,184.9832,3.0831,60
2023-01-10,Snow,Cold,6.78,67.25,62.5049,5.2087,12
2023-01-10,Storm,Cold,11.3,70.58,98.0372,8.1698,12
2023-01-11,Clear,Very Cold,4.31,77.59,119.262,4.9693,24
2023-01-11,Clear,Cold,8.25,83.22,322.4638,6.718,48
2023-01-11,Cloudy,Cold,7.62,76.83,383.5738,6.3929,60
2023-01-11,Cloudy,Very Cold,3.1,83.73,141.8388,5.9099,24
2023-01-11,Fog,Very Cold,0.17,90.08,103.2695,4.3029,24
2023-01-11,Fog,Cold,12.36,85.04,72.619,6.0516,12
2023-01-11,Rain,Cold,6.39,87.61,74.3362,6.1947,12
2023-01-11,Snow,Very Cold,-0.23,83.06,148.6565,2.4776,60
2023-01-11,Storm,Cold,9.47,69.54,148.5209,6.1884,24
2023-01-12,Clear,Cold,8.33,84.24,383.1098,6.3852,60
2023-01-12,Clear,Very Cold,3.95,82.81,130.3359,5.4307,24
2023-01-12,Cloudy,Cold,7.69,73.5,79.0102,6.5842,12
2023-01-12,Cloudy,Very Cold,1.59,84.81,112.3286,4.6804,24
2023-01-12,Fog,Cold,7.39,83.3,264.6124,7.3503,36
2023-01-12,Fog,Very Cold,-1.59,89.34,28.3776,2.3648,12
2023-01-12,Rain,Very Cold,3.63,86.07,36.8687,3.0724,12
2023-01-12,Rain,Cold,10.48,80.13,212.6121,8.8588,24
2023-01-12,Snow,Very Cold,0.62,89.11,219.6483,3.6608,60
2023-01-12,Storm,Very Cold,3.15,82.78,104.578,4.3574,24
2023-01-13,Clear,Very Cold,3.65,84.58,191.516,5.3199,36
2023-01-13,Clear,Cold,8.11,80.35,273.1331,7.587,36
2023-01-13,Cloudy,Cold,11.61,78.63,170.1259,7.0886,24
2023-01-13,Cloudy,Very Cold,3.48,87.61,175.5769,4.8771,36
2023-01-13,Fog,Very Cold,2.78,80.3,20.1245,1.677,12
2023-01-13,Rain,Very Cold,3.01,80.42,116.0367,4.8349,24
2023-01-13,Rain,Cold,8.55,79.52,402.035,5.5838,72
2023-01-13,Snow,Very Cold,1.34,85.83,143.8598,2.9971,48
2023-01-14,Clear,Very Cold,2.95,81.31,94.5078,3.9378,24
2023-01-14,Clear,Cold,7.36,76.94,110.4456,4.6019,24
2023-01-14,Cloudy,Cold,7.55,79.31,342.4005,5.7067,60
2023-01-14,Cloudy,Very Cold,1.62,86.17,130.1629,3.6156,36
2023-01-14,Fog,Very Cold,-0.9,76.31,20.3829,1.6986,12
2023-01-14,Rain,Cold,9.62,75.95,285.9682,4.7661,60
2023-01-14,Rain,Very Cold,3.89,80.49,35.7615,1.4901,24
2023-01-14,Snow,Very Cold,-0.84,80.8,106.6445,2.9623,36
2023-01-14,Storm,Cold,5.6,77.66,73.8993,6.1583,12
2023-01-15,Clear,Cold,7.86,81.77,257.1463,5.3572,48
2023-01-15,Clear,Very Cold,3.31,79.19,78.3585,3.2649,24
2023-01-15,Cloudy,Cold,9.09,81.29,272.6076,4.5435,60
2023-01-15,Fog,Very Cold,2.28,85.76,45.5764,1.899,24
2023-01-15,Fog,Cold,7.42,75.11,46.9758,3.9147,12
2023-01-15,Rain,Very Cold,3.18,89.51,65.4601,5.455,12
2023-01-15,Rain,Cold,10.22,72.46,51.4138,4.2845,12
2023-01-15,Snow,Very Cold,0.19,82.26,194.7617,2.705,72
2023-01-15,Storm,Cold,10.23,72.97,146.5958,6.1082,24
2023-01-16,Clear,Very Cold,4.01,79.3,126.266,5.2611,24
2023-01-16,Clear,Cold,9.37,77.92,506.3666,7.0329,72
2023-01-16,Cloudy,Cold,8.32,80.17,243.718,6.7699,36
2023-01-16,Cloudy,Very Cold,0.6,76.74,100.233,4.1764,24
2023-01-16,Fog,Very Cold,1.19,84.48,117.9492,2.4573,48
2023-01-16,Rain,Very Cold,4.45,79.84,132.8755,5.5365,24
2023-01-16,Rain,Cold,6.08,78.88,137.7042,5.7377,24
2023-01-16,Snow,Very Cold,0.17,77.23,173.8568,4.8294,36
2023-01-17,Clear,Cold,8.2,80.25,380.8587,6.3476,60
2023-01-17,Cloudy,Cold,11.66,73.63,170.6677,7.1112,24
2023-01-17,Cloudy,Very Cold,1.69,84.7,416.1445,4.9541,84
2023-01-17,Fog,Very Cold,0.62,81.29,74.4727,3.103,24
2023-01-17,Fog,Cold,12.25,78.34,71.0182,5.9182,12
2023-01-17,Rain,Cold,8.03,83.68,159.9601,6.665,24
2023-01-17,Rain,Very Cold,2.05,90.62,27.9772,2.3314,12
2023-01-17,Snow,Very Cold,0.01,83.23,171.0865,4.7524,36
2023-01-17,Storm,Cold,5.46,77.48,81.2576,6.7715,12
2023-01-18,Clear,Cold,9.26,81.67,556.866,5.8007,96
2023-01-18,Clear,Very Cold,2.9,90.68,21.7126,1.8094,12
2023-01-18,Cloudy,Very Cold,1.63,85.09,245.2221,3.4059,72
2023-01-18,Cloudy,Cold,5.62,78.38,221.0933,6.1415,36
2023-01-18,Rain,Very Cold,4.18,81.42,83.4755,6.9563,12
2023-01-18,Rain,Cold,6.72,73.87,196.7118,8.1963,24
2023-01-18,Snow,Very Cold,0.64,90.14,187.9732,5.2215,36
2023-01-19,Clear,Very Cold,4.15,80.31,168.0387,4.6677,36
2023-01-19,Clear,Cold,8.35,76.98,318.4737,6.6349,48
2023-01-19,Cloudy,Very Cold,1.8,83.58,99.0572,2.7516,36
2023-01-19,Cloudy,Cold,5.75,85.03,141.5432,5.8976,24
2023-01-19,Fog,Cold,6.47,80.75,220.8724,6.1353,36
2023-01-19,Fog,Very Cold,2.41,81.48,82.7748,3.449,24
2023-01-19,Rain,Cold,10.03,77.47,267.5905,7.4331,36
2023-01-19,Snow,Very Cold,1.22,78.76,142.3218,5.9301,24
2023-01-19,Storm,Very Cold,3.21,71.91,66.8578,2.7857,24
2023-01-20,Clear,Cold,8.69,75.51,316.9357,6.6028,48
2023-01-20,Clear,Very Cold,2.32,80.96,76.169,2.1158,36
2023-01-20,Cloudy,Cold,8.11,77.57,414.0943,6.9016,60
2023-01-20,Cloudy,Very Cold,2.05,75.42,59.3943,4.9495,12
2023-01-20,Fog,Very Cold,1.16,91.33,143.6072,3.9891,36
2023-01-20,Rain,Cold,8.22,76.8,305.5233,6.3651,48
2023-01-20,Snow,Very Cold,0.38,79.07,66.7623,2.7818,24
2023-01-20,Storm,Cold,5.54,88.75,126.4824,5.2701,24
2023-01-21,Clear,Very Cold,2.52,85.84,49.2477,2.052,24
2023-01-21,Clear,Cold,8.51,75.87,44.632,3.7193,12
2023-01-21,Cloudy,Very Cold,-0.16,86.84,83.7861,2.3274,36
2023-01-21,Cloudy,Cold,8.84,84.58,406.2067,5.6418,72
2023-01-21,Fog,Very Cold,-0.83,86.46,73.6545,3.0689,24
2023-01-21,Fog,Cold,7.71,78.26,97.249,4.052,24
2023-01-21,Rain,Cold,8.18,76.14,221.9728,4.6244,48
2023-01-21,Snow,Very Cold,-0.34,88.39,124.9245,3.4701,36
2023-01-21,Storm,Cold,8.0,73.65,55.944,4.662,12
2023-01-22,Clear,Cold,6.05,75.61,181.2109,5.0336,36
2023-01-22,Clear,Very Cold,3.53,80.49,141.6475,2.951,48
2023-01-22,Cloudy,Very Cold,2.4,74.1,126.9601,3.5267,36
2023-01-22,Cloudy,Cold,6.48,77.72,156.4541,4.3459,36
2023-01-22,Fog,Cold,8.45,80.02,205.0206,5.695,36
2023-01-22,Rain,Cold,7.72,76.36,134.6595,5.6108,24
2023-01-22,Snow,Very Cold,1.0,84.58,64.6721,1.7964,36
2023-01-22,Storm,Cold,9.58,74.18,114.5783,4.7741,24
2023-01-22,Storm,Very Cold,2.19,97.96,47.4515,3.9543,12
2023-01-23,Clear,Very Cold,2.15,87.05,21.3227,1.7769,12
2023-01-23,Clear,Cold,8.37,81.68,170.2368,7.0932,24
2023-01-23,Cloudy,Very Cold,2.92,84.8,138.9677,3.8602,36
2023-01-23,Cloudy,Cold,7.73,78.04,388.0424,6.4674,60
2023-01-23,Fog,Cold,10.08,77.52,67.635,5.6362,12
2023-01-23,Rain,Cold,9.17,73.96,237.2441,6.5901,36
2023-01-23,Rain,Very Cold,4.71,80.84,186.628,5.1841,36
2023-01-23,Snow,Very Cold,0.98,80.78,153.8226,3.2046,48
2023-01-23,Storm,Very Cold,2.3,88.35,59.5037,4.9586,12
2023-01-23,Storm,Cold,5.45,71.15,78.1644,6.5137,12
2023-01-24,Clear,Cold,7.11,79.44,168.4825,7.0201,24
2023-01-24,Clear,Very Cold,3.52,81.14,232.6322,6.462,36
2023-01-24,Cloudy,Cold,8.81,71.63,167.733,4.6593,36
2023-01-24,Cloudy,Very Cold,1.0,82.32,25.2681,2.1057,12
2023-01-24,Fog,Very Cold,0.87,83.38,192.5922,4.0123,48
2023-01-24,Fog,Cold,8.48,82.63,64.0024,5.3335,12
2023-01-24,Rain,Very Cold,4.75,86.04,79.231,6.6026,12
2023-01-24,Rain,Cold,8.97,78.59,475.6153,6.6058,72
2023-01-24,Snow,Very Cold,0.28,82.61,95.5283,2.6536,36
2023-01-25,Clear,Very Cold,4.46,83.86,80.8335,6.7361,12
2023-01-25,Clear,Cold,8.69,76.4,429.4821,5.965,72
2023-01-25,Cloudy,Very Cold,-0.45,79.36,99.3573,2.7599,36
2023-01-25,Cloudy,Cold,8.22,75.54,225.6132,6.267,36
2023-01-25,Fog,Very Cold,1.75,83.58,178.9935,4.972,36
2023-01-25,Fog,Cold,7.85,83.46,138.306,5.7627,24
2023-01-25,Rain,Cold,6.47,78.36,205.9643,8.5818,24
2023-01-25,Rain,Very Cold,2.76,83.85,59.1388,4.9282,12
2023-01-25,Snow,Very Cold,1.39,85.68,78.5519,3.273,24
2023-01-25,Storm,Very Cold,3.35,83.79,34.2918,2.8576,12
2023-01-26,Clear,Cold,9.88,77.14,327.4197,6.8212,48
2023-01-26,Clear,Very Cold,3.83,80.71,45.9159,1.9132,24
2023-01-26,Cloudy,Cold,7.71,75.46,80.5333,6.7111,12
2023-01-26,Cloudy,Very Cold,1.49,83.54,84.4108,3.5171,24
2023-01-26,Fog,Very Cold,0.58,77.66,35.4896,2.9575,12
2023-01-26,Rain,Cold,7.84,83.73,270.2651,7.5074,36
2023-01-26,Rain,Very Cold,3.16,83.6,289.6364,6.0341,48
2023-01-26,Snow,Very Cold,0.4,81.57,103.9599,2.8878,36
2023-01-26,Storm,Cold,8.3,79.77,275.9376,5.7487,48
2023-01-27,Clear,Very Cold,4.16,77.19,38.0604,3.1717,12
2023-01-27,Clear,Cold,5.94,81.31,249.4851,5.1976,48
2023-01-27,Cloudy,Very Cold,0.75,88.35,81.8759,2.2743,36
2023-01-27,Cloudy,Cold,9.28,74.67,296.5575,6.1783,48
2023-01-27,Fog,Cold,5.44,76.91,80.2419,6.6868,12
2023-01-27,Rain,Very Cold,2.39,88.54,149.2588,6.2191,24
2023-01-27,Rain,Cold,9.01,85.79,376.9788,6.283,60
2023-01-27,Snow,Very Cold,0.15,87.98,125.5024,3.4862,36
2023-01-27,Storm,Cold,9.55,80.27,73.4076,6.1173,12
2023-01-28,Clear,Very Cold,2.28,89.15,54.9238,2.2885,24
2023-01-28,Clear,Cold,9.18,77.45,547.6888,4.5641,120
2023-01-28,Cloudy,Cold,9.96,77.27,136.8845,5.7035,24
2023-01-28,Cloudy,Very Cold,3.62,75.69,28.6292,2.3858,12
2023-01-28,Fog,Cold,8.49,73.85,77.7283,6.4774,12
2023-01-28,Rain,Cold,8.05,83.65,58.4196,4.8683,12
2023-01-28,Snow,Very Cold,0.28,81.44,233.8494,2.7839,84
2023-01-29,Clear,Very Cold,2.77,78.43,29.0128,2.4177,12
2023-01-29,Clear,Cold,8.6,75.77,348.1626,4.8356,72
2023-01-29,Cloudy,Very Cold,0.92,83.13,155.4066,3.2376,48
2023-01-29,Cloudy,Cold,8.46,78.56,316.3163,5.2719,60
2023-01-29,Fog,Very Cold,0.41,78.4,109.5155,3.0421,36
2023-01-29,Rain,Very Cold,2.69,78.89,16.216,1.3513,12
2023-01-29,Snow,Very Cold,-1.53,84.34,49.3692,4.1141,12
2023-01-29,Storm,Cold,9.56,74.3,106.3865,4.4328,24
2023-01-29,Storm,Very Cold,3.2,77.72,21.7159,1.8097,12
2023-01-30,Clear,Very Cold,4.59,88.74,28.244,2.3537,12
2023-01-30,Clear,Cold,9.52,77.8,487.7526,6.7743,72
2023-01-30,Cloudy,Very Cold,-0.33,89.05,189.807,3.9543,48
2023-01-30,Cloudy,Cold,9.0,89.43,71.4692,5.9558,12
2023-01-30,Fog,Cold,10.22,68.99,127.4701,10.6225,12
2023-01-30,Fog,Very Cold,0.4,93.13,42.7995,3.5666,12
2023-01-30,Rain,Cold,8.04,76.63,287.5873,5.9914,48
2023-01-30,Rain,Very Cold,2.1,81.38,61.1592,5.0966,12
2023-01-30,Snow,Very Cold,2.4,90.36,138.4965,3.8471,36
2023-01-30,Storm,Cold,5.42,83.57,116.8873,4.8703,24
2023-01-31,Clear,Very Cold,4.01,84.1,139.7588,3.8822,36
2023-01-31,Clear,Cold,7.98,75.04,223.5227,6.209,36
2023-01-31,Cloudy,Cold,8.84,77.65,354.2825,5.9047,60
2023-01-31,Cloudy,Very Cold,-0.34,86.36,138.9062,3.8585,36
2023-01-31,Fog,Very Cold,-0.26,81.77,22.8948,1.9079,12
2023-01-31,Fog,Cold,10.49,73.38,215.67,5.9908,36
2023-01-31,Rain,Cold,8.76,78.56,300.4423,6.2592,48
2023-01-31,Snow,Very Cold,-0.59,100.0,57.8106,4.8176,12
2023-01-31,Storm,Very Cold,2.64,75.67,25.3043,2.1087,12
2023-02-01,Clear,Cold,8.94,80.09,433.0251,6.0142,72
2023-02-01,Cloudy,Cold,9.52,76.68,362.7329,6.0455,60
2023-02-01,Cloudy,Very Cold,1.16,85.66,129.1818,3.5884,36
2023-02-01,Fog,Very Cold,1.02,78.7,88.1214,3.6717,24
2023-02-01,Rain,Cold,8.49,81.89,238.5412,6.6261,36
2023-02-01,Rain,Very Cold,3.25,78.72,47.6015,1.9834,24
2023-02-01,Snow,Very Cold,1.25,77.27,45.5025,3.7919,12
2023-02-01,Storm,Very Cold,3.6,89.15,19.7663,1.6472,12
2023-02-01,Storm,Cold,8.19,62.07,100.1024,8.3419,12
2023-02-02,Clear,Cold,10.15,81.04,322.6217,6.7213,48
2023-02-02,Clear,Very Cold,4.23,78.87,46.9883,3.9157,12
2023-02-02,Cloudy,Cold,9.2,72.46,258.9542,5.3949,48
2023-02-02,Cloudy,Very Cold,0.01,85.12,45.4573,3.7881,12
2023-02-02,Fog,Cold,11.03,79.32,152.7079,6.3628,24
2023-02-02,Fog,Very Cold,2.94,85.24,80.3622,3.3484,24
2023-02-02,Rain,Very Cold,4.02,81.27,108.7748,4.5323,24
2023-02-02,Rain,Cold,10.29,73.6,87.2971,7.2748,12
2023-02-02,Snow,Very Cold,0.64,86.39,224.556,3.7426,60
2023-02-02,Storm,Very Cold,4.04,78.57,66.1598,5.5133,12
2023-02-02,Storm,Cold,7.11,79.91,99.4464,8.2872,12
2023-02-03,Clear,Cold,8.16,73.22,303.4574,6.322,48
2023-02-03,Clear,Very Cold,3.2,87.78,181.743,5.0484,36
2023-02-03,Cloudy,Cold,9.81,72.82,305.3273,6.361,48
2023-02-03,Cloudy,Very Cold,1.66,82.14,62.3959,2.5998,24
2023-02-03,Fog,Cold,7.76,78.17,185.5732,7.7322,24
2023-02-03,Fog,Very Cold,2.64,87.29,299.3411,6.2363,48
2023-02-03,Rain,Cold,9.45,78.0,125.3578,5.2232,24
2023-02-03,Rain,Very Cold,2.26,89.95,20.9925,1.7494,12
2023-02-03,Snow,Very Cold,1.28,77.19,47.6799,1.9867,24
2023-02-04,Clear,Cold,8.48,78.75,298.4749,4.1455,72
2023-02-04,Clear,Very Cold,3.85,86.56,118.7098,3.2975,36
2023-02-04,Cloudy,Very Cold,2.86,85.24,63.948,2.6645,24
2023-02-04,Cloudy,Cold,8.38,77.8,312.7871,4.3443,72
2023-02-04,Fog,Very Cold,0.65,78.45,36.3554,1.5148,24
2023-02-04,Fog,Cold,9.25,79.55,161.6349,6.7348,24
2023-02-04,Rain,Cold,13.01,77.62,110.251,4.5938,24
2023-02-04,Snow,Very Cold,1.46,89.96,15.9815,1.3318,12
2023-02-05,Clear,Very Cold,2.48,81.0,103.8208,4.3259,24
2023-02-05,Clear,Cold,7.14,84.57,318.6264,4.4254,72
2023-02-05,Cloudy,Cold,6.71,76.94,83.1254,3.4636,24
2023-02-05,Cloudy,Very Cold,1.45,83.38,80.2344,2.2287,36
2023-02-05,Fog,Cold,6.31,84.52,144.9444,6.0394,24
2023-02-05,Rain,Cold,10.05,83.25,154.2905,6.4288,24
2023-02-05,Snow,Cold,8.99,88.58,162.8158,4.5227,36
2023-02-05,Snow,Very Cold,0.09,86.89,80.8686,2.2464,36
2023-02-05,Storm,Cold,11.4,75.46,54.1167,4.5097,12
2023-02-06,Clear,Very Cold,3.82,82.74,77.9038,3.246,24
2023-02-06,Clear,Cold,8.19,78.4,245.3136,6.8143,36
2023-02-06,Cloudy,Very Cold,1.16,90.28,85.5642,7.1304,12
2023-02-06,Cloudy,Cold,10.47,84.43,138.8947,5.7873,24
2023-02-06,Fog,Very Cold,1.08,76.43,22.049,1.8374,12
2023-02-06,Fog,Cold,9.2,78.74,181.5114,7.563,24
2023-02-06,Rain,Cold,9.33,78.83,383.7479,5.3298,72
2023-02-06,Snow,Very Cold,0.41,85.68,203.5574,3.3926,60
2023-02-06,Storm,Cold,7.03,87.19,79.1556,6.5963,12
2023-02-06,Storm,Very Cold,3.76,66.25,84.7087,7.0591,12
2023-02-07,Clear,Very Cold,4.82,78.46,36.7513,3.0626,12
2023-02-07,Clear,Cold,10.42,78.66,265.9506,5.5406,48
2023-02-07,Cloudy,Cold,9.87,80.89,396.3337,6.6056,60
2023-02-07,Cloudy,Very Cold,1.71,84.09,264.5972,3.675,72
2023-02-07,Fog,Cold,6.78,89.88,78.856,6.5713,12
2023-02-07,Rain,Very Cold,3.84,74.28,60.1188,5.0099,12
2023-02-07,Rain,Cold,8.64,77.18,238.0056,6.6113,36
2023-02-07,Snow,Very Cold,1.77,88.87,26.3136,2.1928,12
2023-02-07,Storm,Very Cold,2.59,80.13,20.9507,1.7459,12
2023-02-07,Storm,Cold,10.08,81.96,72.3882,6.0324,12
2023-02-08,Clear,Very Cold,2.99,82.38,197.154,4.1074,48
2023-02-08,Clear,Cold,8.28,76.82,283.8965,5.9145,48
2023-02-08,Cloudy,Very Cold,2.21,78.72,130.2794,5.4283,24
2023-02-08,Cloudy,Cold,8.1,78.73,154.6384,6.4433,24
2023-02-08,Fog,Very Cold,3.3,87.78,45.956,1.9148,24
2023-02-08,Fog,Cold,11.24,78.87,127.9726,5.3322,24
2023-02-08,Rain,Cold,9.18,75.71,292.0236,6.0838,48
2023-02-08,Rain,Very Cold,3.95,99.83,81.178,6.7648,12
2023-02-08,Storm,Cold,9.54,85.51,171.9099,7.1629,24
2023-02-08,Storm,Very Cold,3.06,78.5,21.2927,1.7744,12
2023-02-09,Clear,Cold,7.73,75.13,327.0072,6.8127,48
2023-02-09,Clear,Very Cold,4.17,85.83,124.5706,3.4603,36
2023-02-09,Cloudy,Cold,9.26,83.79,394.758,5.4827,72
2023-02-09,Cloudy,Very Cold,2.48,85.92,189.491,3.9477,48
2023-02-09,Rain,Cold,8.62,78.94,444.315,6.171,72
2023-02-09,Snow,Very Cold,1.86,80.58,42.5198,3.5433,12
2023-02-10,Clear,Cold,10.77,73.64,430.9204,5.985,72
2023-02-10,Clear,Very Cold,3.26,70.7,86.8241,7.2353,12
2023-02-10,Cloudy,Cold,9.66,84.94,279.4962,5.8228,48
2023-02-10,Cloudy,Very Cold,3.41,85.54,74.9404,3.1225,24
2023-02-10,Fog,Very Cold,0.18,87.13,56.4171,2.3507,24
2023-02-10,Rain,Very Cold,3.24,81.16,123.5071,3.4308,36
2023-02-10,Rain,Cold,8.91,78.2,162.3118,6.763,24
2023-02-10,Snow,Cold,11.56,69.03,93.2432,7.7703,12
2023-02-10,Snow,Very Cold,2.34,86.49,42.4242,3.5353,12
2023-02-10,Storm,Cold,7.93,76.41,137.3392,5.7225,24
2023-02-11,Clear,Cold,8.29,83.21,192.2449,5.3401,36
2023-02-11,Clear,Very Cold,3.4,76.38,109.0028,2.2709,48
2023-02-11,Cloudy,Cold,9.4,83.46,145.842,4.0512,36
2023-02-11,Cloudy,Very Cold,2.92,89.27,45.0161,1.8757,24
2023-02-11,Fog,Very Cold,2.96,81.19,113.0571,3.1405,36
2023-02-11,Fog,Cold,8.78,77.01,46.7655,3.8971,12
2023-02-11,Rain,Cold,10.31,77.72,307.4981,5.125,60
2023-02-11,Snow,Very Cold,1.98,85.3,39.251,3.2709,12
2023-02-11,Snow,Cold,7.9,82.36,47.8662,3.9889,12
2023-02-11,Storm,Cold,9.92,88.09,68.6871,5.7239,12
